name,sev_rel,dwellings
G74 5,1.7497,1202
G74 9,1.0886,140
G75 0,0.9112,4619
G75 7,1.3591,302
G75 8,1.0319,8551
G75 9,1.0365,5177
G76 0,1.2769,2104
G76 6,1.4117,19
G76 7,1.3776,3176
G76 8,1.1760,3443
G76 9,1.3469,767
G77 5,1.6355,4825
G77 6,1.4632,6524
G77 9,1.1334,146
G78 1,0.9850,4574
G78 2,0.9515,4107
G78 3,1.0208,2630
G78 4,1.5077,302
G78 9,0.7907,32
G79 1,1.5693,13
G81 1,0.8264,3152
G81 2,0.8200,3785
G81 3,0.8311,3464
G81 4,0.8034,3701
G81 5,0.8250,2646
G81 6,0.9484,2969
G82 1,1.0210,2493
G82 2,1.0282,3328
G82 3,0.8887,2221
G82 4,0.9205,2703
G82 5,1.0834,2614
G82 9,1.1345,224
G83 0,0.8718,3805
G83 3,0.8729,34
G83 7,1.0756,442
G83 8,1.0588,3713
G83 9,0.9077,3949
G84 0,1.1005,2277
G84 4,0.8704,172
G84 7,1.1382,3320
G84 8,1.2561,2764
G84 9,1.3793,2047
G9 2,0.8552,15
G90 8,0.8466,256
GL1 1,0.7763,2446
GL1 2,0.8159,2284
GL1 3,0.8837,3340
GL1 4,0.7692,5565
GL1 5,0.8462,4912
GL1 9,0.8840,624
GL10 2,0.9333,3196
GL10 3,1.0435,4672
GL11 4,0.9505,3004
GL11 5,1.0560,4299
GL11 6,1.0400,1682
GL11 9,1.0409,209
GL12 7,1.0534,3082
GL12 8,1.1581,4157
GL12 9,1.0409,16
GL13 9,1.0478,2899
GL14 1,1.1054,1660
GL14 2,0.8479,3385
GL14 3,0.9239,2099
GL14 9,0.8735,201
GL15 4,1.0154,2760
GL15 5,0.9241,4573
GL15 6,1.0674,3291
GL15 9,0.8976,101
GL16 7,0.9741,3450
GL16 8,0.9483,3242
GL16 9,0.9029,304
GL17 0,1.0119,2244
GL17 1,0.8735,236
GL17 9,0.9512,3235
GL18 1,1.0398,3840
GL18 2,1.1934,636
GL19 3,1.2269,2339
GL19 4,1.2443,1714
GL2 0,0.9789,5239
GL2 2,0.9761,3498
GL2 3,1.0401,469
GL2 4,0.9498,7331
GL2 5,0.9328,2767
GL2 7,1.1552,2198
GL2 8,1.2077,1922
GL2 9,1.0276,4517
GL20 5,0.8684,3692
GL20 6,1.1976,1414
GL20 7,1.1483,3775
GL20 8,0.9867,4638
GL20 9,1.0278,356
GL3 1,0.9528,3241
GL3 2,1.0280,3319
GL3 3,0.9750,3801
GL3 4,0.9625,5888
GL3 5,0.9670,111
GL3 9,1.0457,246
GL4 0,0.9090,5954
GL4 3,0.9878,1972
GL4 4,0.8997,4220
GL4 5,1.0538,3420
GL4 6,0.8320,4820
GL4 8,1.2729,988
GL5 1,0.9105,3352
GL5 2,1.0988,2560
GL5 3,0.9727,2199
GL5 4,0.9133,4362
GL5 5,1.2068,1918
GL50 1,0.9649,1646
GL50 2,1.0492,3974
GL50 3,0.9011,2487
GL50 4,0.9557,3734
GL50 9,0.8725,625
GL51 0,0.9019,5597
GL51 3,1.0164,4703
GL51 4,1.1321,1243
GL51 6,1.0795,4088
GL51 7,0.8667,3337
GL51 8,0.9103,2875
GL51 9,0.9326,2957
GL52 2,0.9423,3479
GL52 3,1.1859,2958
GL52 5,0.9955,3928
GL52 6,1.1074,4175
GL52 7,1.1260,1663
GL52 8,1.0565,5560
GL52 9,1.2898,1648
GL53 0,1.1656,2437
GL53 7,1.0621,2774
GL53 8,1.1305,2335
GL53 9,1.3033,2112
GL54 1,1.1891,1790
GL54 2,1.1876,3544
GL54 3,1.2521,1935
GL54 4,1.3351,1455
GL54 5,1.2393,4220
GL55 6,1.2699,3213
GL55 9,1.3177,33
GL56 0,1.1635,3821
GL56 9,1.2415,1937
GL6 0,1.0337,2941
GL6 1,0.9407,649
GL6 6,1.2657,2556
GL6 7,1.2947,1733
GL6 8,1.1249,2869
GL6 9,1.2020,1635
GL7 0,0.9823,25
GL7 1,0.9969,6759
GL7 2,1.0597,2649
GL7 3,1.2353,2691
GL7 4,1.1251,2449
GL7 5,1.2487,4075
GL7 6,1.2540,2568
GL7 7,1.3480,1085
GL7 9,0.9643,633
GL8 0,1.1243,65
GL8 8,1.1465,4714
GL9 1,1.2504,1020
GU1 1,1.1285,5039
GU1 2,1.3511,4482
GU1 3,1.3121,2152
GU1 4,0.9891,3478
GU1 9,1.0024,1043
GU10 1,1.2696,2885
GU10 2,1.4765,1274
GU10 3,1.5737,1675
GU10 4,1.3732,2980
GU10 5,1.3071,2398
GU11 1,0.9411,3429
GU11 2,0.9769,1623
GU11 3,1.0312,5346
GU11 4,1.0687,1345
GU11 9,0.8430,182
GU12 4,0.9776,6364
GU12 5,1.1243,3569
GU12 6,1.1212,4883
GU14 0,1.0707,3358
GU14 4,0.9320,405
GU14 6,1.0034,4386
GU14 7,1.0849,3650
GU14 8,0.9903,6041
GU14 9,1.0271,6431
GU15 1,1.4437,4010
GU15 2,1.2981,3877
GU15 3,1.1422,3711
GU15 4,1.0658,2924
GU15 9,1.0898,587
GU16 6,1.1699,4855
GU16 7,1.0966,1097
GU16 8,1.2335,3063
GU16 9,1.2866,1646
GU17 0,1.0966,2799
GU17 9,1.1416,2123
GU18 5,1.3571,2953
GU19 5,1.1821,2931
GU2 4,1.3665,1222
GU2 7,1.1882,2940
GU2 8,1.0281,3309
GU2 9,1.1381,4915
GU20 5,1.2946,84
GU20 6,1.4861,1923
GU21 2,1.1914,4814
GU21 3,1.0682,4649
GU21 4,1.3638,4104
GU21 5,1.0420,3801
GU21 6,1.0313,1435
GU21 7,1.2874,966
GU21 8,1.0853,1880
GU21 9,1.0473,28
GU22 0,1.4465,2669
GU22 2,1.1335,553
GU22 7,1.1686,4411
GU22 8,1.4119,3961
GU22 9,1.1400,3938
GU23 6,1.3893,1661
GU23 7,1.3778,1478
GU24 0,1.2122,1828
GU24 8,1.3736,2089
GU24 9,1.3425,3533
GU25 4,1.5609,2570
GU25 9,1.5331,229
GU26 6,1.3207,3540
GU27 1,1.2232,2806
GU27 2,1.3525,2261
GU27 3,1.3259,2918
GU27 9,1.0397,219
GU28 0,1.2903,1841
GU28 8,1.0236,90
GU28 9,1.3224,1305
GU29 0,1.3613,1616
GU29 1,1.1243,63
GU29 9,1.1522,3404
GU3 1,1.4560,885
GU3 2,1.2256,1246
GU3 3,1.2378,3050
GU30 7,1.2528,4660
GU30 9,1.1694,56
GU31 4,1.1720,3240
GU31 5,1.3554,1664
GU32 1,1.3435,1707
GU32 2,1.1925,1328
GU32 3,1.0376,2440
GU32 9,1.2089,675
GU33 6,1.2643,1162
GU33 7,1.2312,2782
GU34 1,1.1167,3366
GU34 2,1.0455,4876
GU34 3,1.3833,1602
GU34 4,1.3194,1841
GU34 5,1.3830,3651
GU34 9,0.9092,381
GU35 0,1.0088,5460
GU35 5,0.9908,209
GU35 8,1.3630,2181
GU35 9,1.0842,2825
GU4 7,1.3241,4777
GU4 8,1.3472,2460
GU46 6,1.1495,4331
GU46 7,1.1640,1932
GU47 0,1.1478,4497
GU47 7,1.3161,131
GU47 8,1.2855,1710
GU47 9,1.1703,1622
GU5 0,1.4478,2887
GU5 9,1.4945,1796
GU51 1,1.2560,1965
GU51 2,1.1454,1305
GU51 3,1.2226,3657
GU51 4,1.2749,2258
GU51 5,1.2499,1921
GU51 9,1.2843,264
GU52 0,1.2413,1096
GU52 6,1.2236,2944
GU52 7,1.3120,1584
GU52 8,1.1810,1822
GU52 9,1.1740,15
GU6 7,1.3161,3885
GU6 8,1.3088,4011
GU6 9,1.1900,65
GU7 1,1.3103,3900
GU7 2,1.2525,3013
GU7 3,1.0868,3924
GU7 9,1.0763,384
GU8 4,1.4532,2385
GU8 5,1.2969,3520
GU8 6,1.3848,1778
GU9 0,1.1880,3124
GU9 1,1.1282,280
GU9 7,1.1252,2684
GU9 8,1.2985,4234
GU9 9,1.1543,3754
HA0 1,1.0243,4782
HA0 2,1.0878,4889
HA0 3,1.1807,3866
HA0 4,1.0702,4422
HA0 9,1.0542,186
HA1 1,1.0623,3866
HA1 2,1.1235,4180
HA1 3,1.2366,4487
HA1 4,1.0748,5983
HA1 9,1.0236,242
HA2 0,1.1046,4829
HA2 2,1.0312,133
HA2 6,1.2506,3122
HA2 7,1.2552,3396
HA2 8,1.0648,4887
HA2 9,1.0819,5177
HA3 0,1.3349,3799
HA3 3,1.0312,276
HA3 5,1.0355,3755
HA3 6,1.2047,3779
HA3 7,1.0745,4900
HA3 8,1.2490,4445
HA3 9,1.1088,5097
HA4 0,1.1657,4627
HA4 4,1.2148,231
HA4 6,1.1433,4386
HA4 7,1.2950,4577
HA4 8,1.3366,3790
HA4 9,1.2272,4198
HA5 1,1.4055,3572
HA5 2,1.3080,3685
HA5 3,1.3715,4416
HA5 4,1.4646,3564
HA5 5,1.2987,3072
HA5 9,1.3909,218
HA6 1,1.2346,3396
HA6 2,1.4753,3874
HA6 3,1.6421,2481
HA6 9,1.1118,211
HA7 1,1.1733,3110
HA7 2,1.3130,3549
HA7 3,1.4040,3524
HA7 4,1.3772,4182
HA7 9,1.0984,226
HA8 0,1.0309,4534
HA8 4,1.3317,248
HA8 5,1.1410,4299
HA8 6,1.1681,3990
HA8 7,1.3395,2246
HA8 8,1.3372,5673
HA8 9,1.1829,4338
HA9 0,0.9932,9167
HA9 1,1.0592,172
HA9 6,1.0400,4588
HA9 7,1.0795,3624
HA9 8,1.1820,4906
HA9 9,1.1550,4298
HD1 1,0.7633,587
HD1 2,0.7622,884
HD1 3,0.7684,3172
HD1 4,0.8484,4233
HD1 5,0.8277,1572
HD1 6,0.7368,1147
HD1 9,0.7742,513
HD2 1,0.7988,6894
HD2 2,0.9873,5838
HD3 2,1.0872,138
HD3 3,0.9822,8024
HD3 4,0.8217,6816
HD4 5,0.8067,5749
HD4 6,0.8389,4946
HD4 7,0.9295,3924
HD5 0,0.9511,2866
HD5 8,0.8451,6190
HD5 9,0.7869,5310
HD6 1,0.8592,1878
HD6 2,0.8984,3349
HD6 3,0.9047,5572
HD6 4,0.9222,2052
HD6 9,0.8455,64
HD7 4,0.8990,3808
HD7 5,0.8857,4990
HD7 6,0.8765,2144
HD7 9,0.8735,88
HD8 0,1.0134,4961
HD8 1,1.0542,144
HD8 8,1.0742,5101
HD8 9,0.9847,5188
HD9 1,1.0153,2670
HD9 2,1.0548,2295
HD9 3,1.0636,1918
HD9 4,1.0098,1772
HD9 5,0.9285,2218
HD9 6,1.0099,3202
HD9 7,1.0707,2611
HD9 9,0.9634,101
HG1 1,0.9768,1251
HG1 2,1.0681,3755
HG1 3,1.0073,3241
HG1 4,0.9015,5783
HG1 5,0.9683,3150
HG1 9,1.0022,489
HG2 0,1.1234,3613
HG2 7,0.9392,4821
HG2 8,1.2176,3555
HG2 9,1.3152,2791
HG3 1,1.3777,3051
HG3 2,1.1123,6182
HG3 3,1.2933,2390
HG3 4,1.2519,884
HG3 5,1.1612,1723
HG4 1,0.9405,4124
HG4 2,1.0563,3729
HG4 3,1.2321,1907
HG4 4,1.0947,1282
HG4 5,1.2118,1272
HG4 9,0.8808,84
HG5 0,1.0317,4891
HG5 5,0.9095,103
HG5 8,1.1499,2436
HG5 9,1.2608,1915
HP1 1,1.1237,4969
HP1 2,1.1067,3771
HP1 3,1.0536,3562
HP1 9,1.0435,329
HP10 0,1.2216,2650
HP10 8,1.4975,2248
HP10 9,1.2491,3926
HP11 1,1.0979,4575
HP11 2,0.9224,2811
HP11 9,1.0000,298
HP12 3,0.9745,4653
HP12 4,1.0665,4232
HP12 9,1.0872,177
HP13 5,1.0891,6558
HP13 6,1.0464,4852
HP13 7,0.9949,6858
HP14 3,1.1886,4365
HP14 4,1.3998,3256
HP15 6,1.3580,3550
HP15 7,1.2585,3797
HP15 9,1.0000,6
HP16 0,1.4099,3150
HP16 6,1.4500,135
HP16 9,1.4851,1987
HP17 0,1.4540,457
HP17 8,1.2997,4601
HP17 9,1.4237,162
HP18 0,1.1657,5406
HP18 1,1.1170,483
HP18 9,1.3218,3459
HP19 0,1.1213,1040
HP19 7,0.9746,2866
HP19 8,0.9676,2533
HP19 9,0.9688,4331
HP2 4,1.0402,4949
HP2 5,0.9972,5784
HP2 6,0.9877,3157
HP2 7,1.0332,4094
HP20 1,0.9969,4518
HP20 2,0.9258,2924
HP20 9,0.9151,575
HP21 7,1.0774,3949
HP21 8,0.9086,5317
HP21 9,1.0365,5169
HP22 0,1.2844,328
HP22 3,1.2481,526
HP22 4,1.3266,2576
HP22 5,1.2784,6382
HP22 6,1.2724,2778
HP22 7,1.1943,1610
HP22 9,1.2051,566
HP23 4,1.2514,2837
HP23 5,1.1875,3295
HP23 6,1.3042,2021
HP23 9,1.2756,100
HP27 0,1.2664,2913
HP27 7,1.2051,20
HP27 9,1.3481,3373
HP3 0,1.3282,3253
HP3 8,1.1689,4079
HP3 9,1.0626,7060
HP4 1,1.3487,3097
HP4 2,1.3211,3302
HP4 3,1.3103,4597
HP4 9,1.1444,106
HP5 1,1.1294,3538
HP5 2,1.1878,4902
HP5 3,1.2047,3062
HP5 9,1.0591,154
HP6 5,1.5443,2344
HP6 6,1.3289,3438
HP6 9,1.3250,264
HP7 0,1.4176,2226
HP7 9,1.3406,2690
HP8 4,1.5844,3023
HP9 1,1.5328,3635
HP9 2,1.5673,3860
HP9 9,1.3454,108
HR1 1,1.0095,6292
HR1 2,0.8881,2847
HR1 3,1.1408,3356
HR1 4,1.1964,2962
HR1 9,1.1301,642
HR2 0,1.1481,1999
HR2 6,0.9494,3947
HR2 7,0.8770,6656
HR2 8,1.1925,2056
HR2 9,1.0841,3006
HR3 5,1.1822,2558
HR3 6,1.1918,1558
HR4 0,0.9357,5333
HR4 7,1.1039,2697
HR4 8,1.1291,2865
HR4 9,0.8930,4152
HR5 3,1.0469,2601
HR6 0,1.1237,2520
HR6 6,0.9178,85
HR6 8,0.9017,4642
HR6 9,1.1235,2894
HR7 4,1.0462,3595
HR8 1,1.1262,2479
HR8 2,1.0837,4548
HR8 9,1.0372,61
HR9 5,1.0610,3603
HR9 6,1.2280,2246
HR9 7,1.0696,5004
HR9 9,1.0714,142
HS1 2,0.8375,2900
HS1 9,0.8681,32
HS2 0,0.8756,4946
HS2 9,0.8168,2453
HS3 3,0.7815,939
HS4 3,0.7737,121
HS5 3,0.7897,148
HS6 5,0.8371,1022
HS7 5,0.8144,657
HS8 5,0.8441,1092
HS9 5,0.8205,806
HU1 1,0.8188,689
HU1 2,0.7829,1196
HU1 3,0.8151,827
HU1 4,0.8808,18
HU10 6,0.9738,5033
HU10 7,1.1630,4532
HU10 9,0.8215,45
HU11 4,0.9409,4001
HU11 5,1.0172,2083
HU12 0,0.9398,2540
HU12 8,0.9132,5372
HU12 9,0.9408,3811
HU13 0,1.0528,4025
HU13 3,0.8215,63
HU13 9,0.8400,3369
HU14 3,1.2485,3991
HU14 9,0.8215,72
HU15 1,1.0915,6160
HU15 2,1.0422,4963
HU16 4,1.0260,3251
HU16 5,1.0281,4926
HU16 9,0.9439,14
HU17 0,0.9212,5613
HU17 5,0.9966,1307
HU17 6,0.9156,424
HU17 7,1.1403,4448
HU17 8,1.0969,5432
HU17 9,0.9324,4604
HU18 1,0.9063,4143
HU19 2,0.8133,3420
HU2 0,0.7419,945
HU2 8,0.7739,1281
HU2 9,0.7394,645
HU20 3,1.1585,383
HU3 1,0.7379,3133
HU3 2,0.7321,3018
HU3 3,0.7275,2020
HU3 4,0.7215,501
HU3 5,0.7514,2017
HU3 6,0.7627,4419
HU4 6,0.8091,6555
HU4 7,0.8136,4488
HU4 9,0.8215,9
HU5 1,0.7548,2444
HU5 2,0.7789,4095
HU5 3,0.8005,4964
HU5 4,0.8422,3927
HU5 5,0.7712,8646
HU6 0,1.0157,231
HU6 7,0.8476,5479
HU6 8,0.7601,4404
HU6 9,0.7353,5001
HU7 0,0.7987,1087
HU7 3,0.9746,5855
HU7 4,0.7733,10005
HU7 5,0.7584,2059
HU7 6,0.7765,2133
HU7 9,0.7396,96
HU8 0,0.8523,3966
HU8 7,0.7430,1196
HU8 8,0.7832,3874
HU8 9,0.8127,6703
HU9 1,0.8244,1658
HU9 2,0.7518,3266
HU9 3,0.7759,5198
HU9 4,0.7411,5766
HU9 5,0.7395,3387
HU9 9,0.8600,491
HX1 1,0.7518,603
HX1 2,0.8683,2407
HX1 3,0.7987,2956
HX1 4,0.7666,2441
HX1 5,0.7512,1529
HX1 9,0.7365,298
HX2 0,0.8562,4119
HX2 6,0.9383,2254
HX2 7,0.9209,3124
HX2 8,0.7751,4000
HX2 9,0.8505,3741
HX3 0,0.9889,3829
HX3 5,0.7773,3666
HX3 6,0.8113,3334
HX3 7,0.9880,4618
HX3 8,0.9837,3822
HX3 9,0.8591,3503
HX4 0,1.1199,1039
HX4 8,0.9474,2815
HX4 9,0.9863,2091
HX5 0,0.8408,2878
HX5 9,0.8451,1959
HX6 1,0.8586,1770
HX6 2,0.8373,3366
HX6 3,0.9300,1799
HX6 4,1.0561,2115
HX7 5,0.9535,2229
HX7 6,0.8977,1240
HX7 7,0.9683,1265
HX7 8,0.9036,1858
HX7 9,0.8358,33
IG1 1,1.0076,4784
IG1 2,0.9890,7102
IG1 3,1.1022,5292
IG1 4,1.0182,4793
IG1 8,0.9730,433
IG1 9,0.9668,370
IG10 1,1.3529,3016
IG10 2,1.0533,4004
IG10 3,1.0769,5015
IG10 4,1.4244,2155
IG10 9,0.9379,108
IG11 0,0.9266,6421
IG11 1,0.9362,260
IG11 7,0.9259,8206
IG11 8,0.9384,5043
IG11 9,1.0607,6723
IG2 6,1.1018,5182
IG2 7,1.0487,4778
IG3 8,1.0213,5739
IG3 9,1.1191,6343
IG4 5,1.2501,2953
IG5 0,1.2215,5916
IG6 1,1.1281,3635
IG6 2,1.1221,5330
IG6 3,1.0246,2894
IG7 4,1.0152,4090
IG7 5,1.3398,3194
IG7 6,1.4761,2143
IG8 0,1.4187,3853
IG8 1,0.9379,368
IG8 7,1.0459,3760
IG8 8,1.1570,3898
IG8 9,1.1782,4159
IG9 5,1.3603,3496
IG9 6,1.1325,2345
IP1 1,0.8055,760
IP1 2,0.7902,2919
IP1 3,0.9703,2245
IP1 4,0.9159,3571
IP1 5,0.8239,4224
IP1 6,0.8933,5171
IP1 9,0.8816,626
IP10 0,1.1498,1745
IP11 0,0.9428,2556
IP11 1,0.9009,112
IP11 2,0.8559,3754
IP11 3,0.8817,592
IP11 4,0.9676,221
IP11 6,0.8883,134
IP11 7,1.0130,3179
IP11 9,0.9999,4904
IP12 1,1.0684,3488
IP12 2,1.0080,2753
IP12 3,1.0663,1865
IP12 4,1.0529,3456
IP12 9,1.1028,574
IP13 0,1.0511,2535
IP13 6,1.1816,2225
IP13 7,1.1976,1568
IP13 8,1.0943,1165
IP13 9,1.0486,2498
IP14 1,0.9089,5212
IP14 2,0.9518,3053
IP14 3,1.0353,2489
IP14 4,1.0552,3253
IP14 5,1.0291,4171
IP14 6,1.1000,1960
IP14 9,0.9077,126
IP15 5,1.1458,1797
IP16 4,0.9487,4090
IP17 1,1.0015,3931
IP17 2,1.1050,1343
IP17 3,1.1380,1391
IP17 9,0.9376,44
IP18 6,1.0879,2934
IP19 0,1.1054,1272
IP19 1,0.9169,83
IP19 8,0.9307,3259
IP19 9,1.1466,1053
IP2 0,0.8434,3908
IP2 8,0.8273,4133
IP2 9,0.8622,6590
IP20 0,1.0696,1139
IP20 9,0.9408,2967
IP21 4,1.0192,3181
IP21 5,1.0999,2395
IP22 1,1.1028,2814
IP22 2,1.0792,2678
IP22 4,0.9172,4209
IP22 5,1.0145,1254
IP22 9,0.8977,164
IP23 7,1.0762,2129
IP23 8,1.1080,1449
IP23 9,0.8977,70
IP24 1,0.8587,4319
IP24 2,0.9166,4626
IP24 3,0.8260,3813
IP24 9,0.8434,38
IP25 5,0.8823,17
IP25 6,0.9069,6395
IP25 7,0.9747,3376
IP26 4,0.9410,2653
IP26 5,0.9830,1765
IP27 0,0.8627,5113
IP27 1,0.7986,116
IP27 9,0.9352,3849
IP28 1,1.0877,78
IP28 3,0.9584,31
IP28 6,1.1029,2928
IP28 7,0.8811,3933
IP28 8,0.9717,6444
IP28 9,0.8725,323
IP29 4,1.1652,2053
IP29 5,1.1197,2163
IP3 0,0.8573,4612
IP3 8,0.9558,5500
IP3 9,0.8710,5169
IP30 0,1.1420,2248
IP30 9,1.0651,5187
IP31 1,1.0740,2279
IP31 2,1.0571,3605
IP31 3,1.0839,3844
IP32 6,0.8948,4962
IP32 7,1.0115,3558
IP33 1,0.9183,2946
IP33 2,0.9948,4321
IP33 3,0.9488,4980
IP33 9,1.0440,700
IP4 1,0.8159,1448
IP4 2,0.9024,4008
IP4 3,1.0124,2290
IP4 4,0.9147,3555
IP4 5,0.9851,5289
IP5 1,1.0160,2447
IP5 2,1.0670,4218
IP5 3,1.0420,1788
IP6 0,0.9865,3090
IP6 8,0.9598,3696
IP6 9,1.1995,1848
IP7 5,1.0002,3177
IP7 6,1.0643,2464
IP7 7,1.0884,2189
IP7 9,0.8894,79
IP8 3,1.0301,3255
IP8 4,1.0123,2231
IP9 1,0.9798,2177
IP9 2,1.0959,3535
IP98 1,0.8977,70
IP98 6,0.9176,14
IP98 9,0.8977,12
IV1 1,0.8324,578
IV1 3,1.2790,878
IV1 9,0.9069,347
IV10 8,1.2011,1322
IV11 8,0.9759,463
IV12 4,1.0670,2398
IV12 5,1.0927,4027
IV12 9,0.9388,7
IV13 7,1.2588,301
IV14 9,1.1074,860
IV15 0,0.8620,30
IV15 9,0.9523,2974
IV16 9,1.0111,846
IV17 0,0.8407,3161
IV18 0,0.8899,2964
IV19 1,0.9390,2420
IV19 9,0.8403,12
IV2 3,1.0257,5188
IV2 4,1.0512,5665
IV2 5,1.1903,4421
IV2 6,1.1972,4900
IV2 7,0.9974,5060
IV2 8,1.1777,418
IV20 1,0.9782,1548
IV21 2,1.1281,708
IV22 2,1.0803,1035
IV23 2,1.1068,565
IV24 3,0.9925,773
IV25 3,1.0173,1578
IV26 2,1.0362,1125
IV27 4,0.9094,2457
IV27 9,0.9200,14
IV28 3,0.9795,279
IV3 5,0.8506,3633
IV3 8,0.9166,6452
IV30 1,0.9614,2442
IV30 4,0.9257,3522
IV30 5,1.0101,2621
IV30 6,0.9044,4942
IV30 8,1.0570,3562
IV30 9,0.9249,267
IV31 6,0.8945,3532
IV32 7,0.9505,2396
IV36 1,0.8727,3443
IV36 2,1.0940,3192
IV36 3,0.9806,1634
IV36 9,0.9454,29
IV4 7,1.1321,2326
IV40 8,0.9764,1408
IV41 8,0.9694,227
IV42 8,1.0053,132
IV43 8,1.0958,170
IV44 8,1.0958,170
IV45 8,1.0847,196
IV46 8,1.0958,51
IV47 8,1.0173,279
IV48 8,0.9935,25
IV49 9,0.9834,812
IV5 7,1.1903,706
IV51 9,1.0167,2862
IV52 8,1.0790,239
IV53 8,1.0790,138
IV54 8,1.0436,942
IV55 8,1.0398,831
IV56 8,1.0341,207
IV6 7,1.1122,2291
IV63 6,1.1386,1147
IV63 7,1.0595,150
IV7 8,1.1562,2785
IV8 8,1.2067,418
IV9 8,1.1036,685
IV99 1,0.8384,18
KA1 1,1.0304,1743
KA1 2,0.9949,3056
KA1 3,0.7758,3518
KA1 4,0.7544,3316
KA1 5,0.9434,3068
KA1 9,0.8265,337
KA10 6,1.0962,5148
KA10 7,1.2257,3147
KA10 9,0.9574,108
KA11 1,0.8302,4800
KA11 2,1.1915,1858
KA11 3,0.7798,611
KA11 4,0.9089,2310
KA11 5,1.0147,294
KA12 0,0.8543,4156
KA12 2,0.8374,314
KA12 8,0.8677,2041
KA12 9,0.7544,2764
KA13 6,0.9031,5086
KA13 7,0.8794,2987
KA13 9,0.7415,13
KA14 3,0.7885,396
KA15 1,0.9464,1804
KA15 2,0.8767,1549
KA16 9,0.8266,1676
KA17 0,0.8974,2029
KA18 1,0.8182,3336
KA18 2,0.8178,2651
KA18 3,0.7847,2636
KA18 4,0.7569,1621
KA18 9,0.8072,25
KA19 7,0.9081,2209
KA19 8,1.0135,1592
KA19 9,0.7394,12
KA2 0,1.0306,2051
KA2 9,1.0232,1301
KA20 3,0.8056,2676
KA20 4,0.7913,1965
KA20 9,0.7094,28
KA21 5,0.8310,3410
KA21 6,0.8950,2936
KA21 9,0.7094,70
KA22 7,0.8041,2916
KA22 8,0.8713,2723
KA23 9,1.1446,2638
KA24 4,0.8515,1648
KA24 5,0.9182,1456
KA24 9,0.7036,35
KA25 6,0.6890,1815
KA25 7,0.8667,1586
KA26 0,0.8421,2960
KA26 9,0.9476,2494
KA27 8,1.0433,3184
KA28 0,0.7942,1345
KA29 0,1.1457,848
KA3 1,0.9608,3692
KA3 2,0.9199,4521
KA3 3,1.0017,1728
KA3 4,1.2648,702
KA3 5,1.0962,2306
KA3 6,1.2158,2023
KA3 7,0.8445,3459
KA30 0,0.8327,41
KA30 8,1.1853,3466
KA30 9,0.9394,3033
KA4 8,0.8920,2613
KA5 5,0.9539,2176
KA5 6,0.8513,2627
KA6 5,0.8704,1891
KA6 6,1.1047,2723
KA6 7,0.7543,4277
KA7 1,0.9852,1484
KA7 2,1.3085,2814
KA7 3,1.0163,4959
KA7 4,1.5403,4276
KA7 9,1.1139,344
KA8 0,0.8081,3763
KA8 8,0.8208,2193
KA8 9,0.8765,4280
KA9 1,1.1098,3602
KA9 2,1.0865,4173
KA9 9,1.1659,64
KT1 1,1.1932,1168
KT1 2,1.1555,3427
KT1 3,1.0999,4422
KT1 4,1.2178,1563
KT1 9,1.1372,484
KT10 0,1.4996,3920
KT10 1,1.3701,459
KT10 8,1.5514,2296
KT10 9,1.5718,2458
KT11 1,1.3416,1909
KT11 2,1.6099,3326
KT11 3,1.5695,1524
KT11 9,1.4138,101
KT12 1,1.2901,3231
KT12 2,1.1680,5105
KT12 3,1.2858,3336
KT12 4,1.1998,2879
KT12 5,1.3386,3168
KT12 9,1.5651,128
KT13 0,1.5461,2979
KT13 3,1.3873,151
KT13 8,1.2958,3185
KT13 9,1.4202,4031
KT14 6,1.3750,2786
KT14 7,1.1083,3319
KT14 9,1.2981,74
KT15 1,1.1773,4501
KT15 2,1.0929,4492
KT15 3,1.2613,3949
KT15 9,1.0813,418
KT16 0,1.3006,2891
KT16 6,1.0676,140
KT16 8,1.1177,3300
KT16 9,1.1465,3543
KT17 1,1.2250,3211
KT17 2,1.3664,3205
KT17 3,1.5379,1959
KT17 4,1.3144,2155
KT17 9,1.0903,457
KT18 5,1.2915,3767
KT18 6,1.3217,1216
KT18 7,1.3141,3089
KT19 0,1.3007,3788
KT19 7,1.2533,857
KT19 8,1.2073,4387
KT19 9,1.1087,6239
KT2 5,1.3285,6639
KT2 6,1.1848,3640
KT2 7,1.3904,3620
KT20 5,1.3109,4420
KT20 6,1.5069,2568
KT20 7,1.3389,2016
KT20 9,1.4769,145
KT21 1,1.4543,2240
KT21 2,1.4348,3334
KT21 9,1.3451,71
KT22 0,1.6087,1954
KT22 2,1.0707,278
KT22 7,1.0861,3456
KT22 8,1.3885,2345
KT22 9,1.4816,3649
KT23 3,1.4129,2316
KT23 4,1.4035,2759
KT24 5,1.6311,2048
KT24 6,1.5498,1984
KT3 3,1.1938,5093
KT3 4,1.2596,3200
KT3 5,1.3063,3807
KT3 6,1.2160,3801
KT3 9,1.1284,113
KT4 7,1.2851,4706
KT4 8,1.1830,6976
KT4 9,1.0625,199
KT5 8,1.1771,4704
KT5 9,1.2492,3750
KT6 4,1.0927,3627
KT6 5,1.2643,3238
KT6 6,1.1728,3710
KT6 7,1.1370,4434
KT7 0,1.4215,4387
KT8 0,1.4383,1274
KT8 1,1.2079,1957
KT8 2,1.1268,3248
KT8 8,1.0475,65
KT8 9,1.3873,2338
