name,sev_rel,dwellings
S13 7,0.7775,4773
S13 8,0.7715,5819
S13 9,0.8323,3945
S14 1,0.7479,4519
S17 3,1.2942,3313
S17 4,1.0454,3952
S17 9,1.1156,196
S18 1,0.9463,3075
S18 2,0.8860,2377
S18 3,0.9636,1127
S18 4,0.9163,818
S18 7,1.2007,918
S18 8,1.0342,2880
S18 9,0.8557,166
S2 1,0.7327,5577
S2 2,0.7437,4573
S2 3,0.7534,4508
S2 4,0.7612,3712
S2 5,0.7407,3148
S2 9,0.7732,251
S20 1,0.8247,2801
S20 2,0.9031,1277
S20 3,0.8550,367
S20 4,0.9003,2021
S20 5,0.9400,2517
S20 6,0.9212,1333
S20 7,0.8341,1999
S20 8,0.7903,1841
S20 9,0.9148,138
S21 1,0.8530,3531
S21 2,0.8175,539
S21 3,0.8723,1245
S21 4,0.8451,3490
S21 5,1.0135,491
S25 1,1.0371,490
S25 2,0.8549,4084
S25 3,0.8395,1145
S25 4,0.8846,2753
S25 5,1.0164,1098
S25 9,0.9564,99
S26 1,0.9691,906
S26 2,0.8813,2850
S26 3,0.8805,1155
S26 4,0.8858,2723
S26 5,0.8751,1599
S26 6,0.9343,1693
S26 7,0.9832,975
S3 7,0.7905,6914
S3 8,0.8068,3005
S3 9,0.7522,1754
S32 1,1.2203,829
S32 2,1.2305,456
S32 3,1.2707,691
S32 4,1.2663,264
S32 5,1.1173,546
S33 0,1.1910,726
S33 6,1.0374,488
S33 7,1.2355,128
S33 8,1.1493,249
S33 9,1.1151,772
S35 0,0.9782,3179
S35 1,0.8820,3342
S35 2,0.9014,2594
S35 3,0.8222,1298
S35 4,0.8417,2984
S35 5,0.8028,142
S35 7,1.1032,1129
S35 8,0.9877,2092
S35 9,0.8691,2016
S36 0,0.8399,25
S36 1,0.7939,3088
S36 2,0.8676,3019
S36 3,1.0082,179
S36 4,1.0976,438
S36 6,0.9148,3176
S36 7,1.1728,946
S36 8,1.1040,911
S36 9,0.9895,1696
S4 7,0.7506,2863
S4 8,0.7353,2501
S40 1,0.7935,2114
S40 2,0.7954,5367
S40 3,1.0162,4353
S40 4,0.8817,5108
S40 9,0.8059,790
S41 0,0.8732,6113
S41 7,0.8094,3965
S41 8,0.8323,5452
S41 9,0.8271,3160
S42 5,0.8235,6482
S42 6,0.9736,6096
S42 7,1.1503,2220
S43 1,0.8180,4347
S43 2,0.7872,3351
S43 3,0.7983,6296
S43 4,0.8847,5195
S43 9,0.8123,426
S44 5,0.8641,4107
S44 6,0.8257,7321
S44 9,0.7701,54
S45 0,1.3195,783
S45 8,0.8380,1816
S45 9,0.8205,5057
S49 1,0.7746,85
S5 0,0.7210,4791
S5 5,0.7205,92
S5 6,0.7298,5383
S5 7,0.7480,5782
S5 8,0.7444,6639
S5 9,0.7597,4690
S6 1,0.8127,5478
S6 2,0.7440,3622
S6 3,0.7766,3786
S6 4,0.7998,6299
S6 5,0.8362,5337
S6 6,1.0102,3667
S6 9,0.7448,211
S60 1,0.7600,1534
S60 2,0.8700,3150
S60 3,1.0382,2975
S60 4,0.9266,2867
S60 5,0.8295,6800
S60 8,0.9201,1804
S60 9,0.7652,384
S61 1,0.7701,3280
S61 2,0.8549,5616
S61 3,0.7457,3485
S61 4,0.7587,4144
S62 5,0.7603,3149
S62 6,0.7805,2239
S62 7,0.8440,3973
S63 0,0.7642,4587
S63 3,0.7938,156
S63 5,0.8184,185
S63 6,0.8283,4322
S63 7,0.8596,3526
S63 8,0.7773,3421
S63 9,0.7962,3678
S64 0,0.8090,4147
S64 5,0.8027,1387
S64 8,0.8221,6022
S64 9,0.7587,3683
S65 1,0.7387,2485
S65 2,0.7436,5270
S65 3,0.8204,4113
S65 4,0.8672,4098
S66 1,1.0519,2953
S66 2,0.8782,4067
S66 3,0.9049,2394
S66 6,0.7546,29
S66 7,0.8078,4032
S66 8,0.8593,4549
S66 9,0.8232,2949
S7 1,0.8616,3605
S7 2,1.0694,3314
S70 1,0.7493,2729
S70 2,0.7670,1534
S70 3,0.7567,3671
S70 4,0.7806,3938
S70 5,0.8473,3940
S70 6,0.8285,4163
S70 9,0.7372,265
S71 1,0.7839,4214
S71 2,0.8338,4456
S71 3,0.7545,4581
S71 4,0.8361,5006
S71 5,0.8327,4156
S72 0,0.8274,1534
S72 7,0.7492,2248
S72 8,0.8205,6018
S72 9,0.8625,2175
S73 0,0.8479,5724
S73 3,0.8166,85
S73 8,0.7805,4501
S73 9,0.8160,3320
S74 0,0.8111,3585
S74 8,0.8105,1671
S74 9,0.8130,3395
S75 1,0.9050,3753
S75 2,0.8829,3896
S75 3,0.9136,3648
S75 4,1.1367,2323
S75 5,0.8985,3829
S75 6,0.8845,3457
S8 0,0.8401,5117
S8 2,0.7650,335
S8 7,0.8418,6159
S8 8,0.8373,6425
S8 9,0.7950,3934
S80 1,0.8588,3134
S80 2,0.7398,4109
S80 3,0.9136,2738
S80 4,0.8080,5193
S80 9,0.7761,301
S81 0,0.8225,5544
S81 7,0.9037,5100
S81 8,0.9925,4106
S81 9,0.8263,4082
S9 1,0.7375,4889
S9 2,0.7321,674
S9 3,0.7504,1183
S9 4,0.7506,3619
S9 5,0.7461,1356
S9 9,0.7732,50
S95 1,0.8009,136
S96 5,0.7256,105
S97 3,0.7929,278
S98 1,0.7251,374
S98 6,0.7624,16
S99 1,0.7251,42
S99 2,0.7251,18
S99 3,0.7251,5
SA1 1,1.0300,2629
SA1 2,0.7884,3297
SA1 3,0.8864,2255
SA1 4,0.8971,2185
SA1 5,0.8334,1373
SA1 6,0.7903,6755
SA1 7,0.8230,2718
SA1 8,0.8810,4235
SA1 9,1.0125,726
SA10 6,0.9200,5059
SA10 7,0.9805,4495
SA10 8,0.9432,2969
SA10 9,0.8182,1715
SA11 1,0.7938,3491
SA11 2,0.8146,4693
SA11 3,0.9092,5296
SA11 4,0.8128,1552
SA11 5,0.8408,2690
SA11 9,0.7519,84
SA12 6,0.7929,5224
SA12 7,0.8064,3879
SA12 8,0.9456,3134
SA12 9,0.8679,3263
SA13 1,0.7985,3147
SA13 2,0.9233,3581
SA13 3,0.7072,2386
SA13 9,0.7763,131
SA14 6,0.9498,3109
SA14 7,1.0276,3242
SA14 8,0.9398,5655
SA14 9,0.9185,4168
SA15 1,0.8260,4419
SA15 2,0.8767,4108
SA15 3,0.9141,3552
SA15 4,0.9588,2673
SA15 5,0.9690,3033
SA15 9,0.8311,115
SA16 0,0.9218,4334
SA17 4,0.9358,3051
SA17 5,1.0112,2335
SA18 1,0.8269,4177
SA18 2,0.9698,4861
SA18 3,0.9263,5038
SA18 9,0.8658,135
SA19 0,1.2223,48
SA19 6,1.0323,1614
SA19 7,1.1782,1448
SA19 8,1.1112,975
SA19 9,1.1407,813
SA2 0,1.0612,5621
SA2 7,1.1426,5401
SA2 8,1.2172,2875
SA2 9,1.1806,2930
SA20 0,1.0230,1679
SA3 1,1.4130,1663
SA3 2,1.3743,1257
SA3 3,1.3842,1939
SA3 4,1.3907,4195
SA3 5,1.2570,4470
SA3 9,0.8079,81
SA31 1,0.8895,3028
SA31 2,1.0853,1897
SA31 3,0.9980,3516
SA31 9,1.1260,178
SA32 7,1.1730,1858
SA32 8,1.1886,1686
SA33 4,1.0815,2701
SA33 5,1.1214,1824
SA33 6,1.1547,1747
SA34 0,1.0623,2516
SA35 0,1.1235,421
SA36 0,1.0484,134
SA37 0,1.1202,602
SA38 9,1.0887,2036
SA39 9,1.0954,1221
SA4 0,1.0330,1647
SA4 3,1.0788,4653
SA4 4,0.9067,5531
SA4 5,0.8937,164
SA4 6,0.9368,3518
SA4 8,0.9336,3279
SA4 9,1.0962,2387
SA40 9,1.0220,1283
SA41 3,1.0781,1093
SA42 0,1.2035,1405
SA43 1,1.0009,2689
SA43 2,1.0873,2893
SA43 3,1.0592,1241
SA43 9,0.8806,10
SA44 4,1.0526,2050
SA44 5,1.0869,2528
SA44 6,1.1335,1525
SA44 9,1.1215,36
SA45 9,1.1057,816
SA46 0,1.0905,1408
SA47 0,1.1071,638
SA48 7,1.0389,2126
SA48 8,1.0867,1988
SA48 9,1.0381,39
SA5 4,0.8881,2973
SA5 5,0.8001,3319
SA5 7,0.8265,3563
SA5 8,0.8231,3603
SA5 9,0.8352,3633
SA6 5,0.9095,4072
SA6 6,0.9031,5515
SA6 7,0.8240,3150
SA6 8,0.8032,2720
SA61 1,0.9536,3802
SA61 2,0.9312,3303
SA61 9,0.9751,121
SA62 3,1.0583,2923
SA62 4,1.1450,2247
SA62 5,1.1184,2561
SA62 6,1.1312,3053
SA63 4,1.1461,762
SA64 0,0.9856,1270
SA65 0,1.0648,14
SA65 9,1.0445,2321
SA66 7,1.0867,1430
SA67 7,1.0293,1172
SA67 8,1.1643,2565
SA67 9,0.9933,171
SA68 0,1.1220,2040
SA69 9,1.1584,2069
SA7 0,1.0782,790
SA7 9,0.9198,5973
SA70 7,1.1315,2287
SA70 8,1.1482,2856
SA71 4,0.9384,3122
SA71 5,1.0846,2364
SA72 4,1.0238,629
SA72 6,0.8888,4514
SA72 9,0.8002,56
SA73 1,0.9845,4281
SA73 2,0.8656,2933
SA73 3,0.8898,3133
SA73 9,0.9869,15
SA8 3,0.9869,2349
SA8 4,0.9029,3549
SA8 9,0.9680,68
SA80 8,0.8079,44
SA9 1,0.8677,3806
SA9 2,0.8208,3940
SA9 5,0.9680,23
SA99 1,0.9162,429
SE1 0,1.1738,3282
SE1 1,1.1067,2401
SE1 2,1.3277,4636
SE1 3,1.0945,5314
SE1 4,1.0537,4930
SE1 5,0.9628,5889
SE1 6,1.0494,4665
SE1 7,1.2717,4593
SE1 8,1.2120,3345
SE1 9,1.3413,2630
SE10 0,1.0585,9640
SE10 1,0.9922,241
SE10 8,1.1289,5272
SE10 9,1.0765,6256
SE11 4,1.1163,5020
SE11 5,1.1153,4175
SE11 6,1.0247,2930
SE11 9,1.0392,164
SE12 0,1.0140,4262
SE12 2,1.0022,65
SE12 8,1.0527,3745
SE12 9,1.0249,4119
SE13 5,0.9938,6836
SE13 6,0.9284,6403
SE13 7,0.9513,10236
SE13 9,0.8985,213
SE14 5,0.9625,6323
SE14 6,0.9313,4770
SE14 9,0.9689,170
SE15 1,0.9312,3762
SE15 2,0.9534,6100
SE15 3,0.9671,6159
SE15 4,1.0075,4098
SE15 5,0.9382,4441
SE15 6,0.9425,5182
SE15 9,0.9160,305
SE16 2,0.9466,5007
SE16 3,0.9732,5680
SE16 4,1.0642,4309
SE16 5,1.2421,3080
SE16 6,1.1229,2991
SE16 7,1.1077,5930
SE16 9,1.1090,39
SE17 1,1.0594,5971
SE17 2,0.9301,6221
SE17 3,0.9790,5664
SE17 9,1.0392,369
SE18 1,0.9317,5095
SE18 2,0.9608,4554
SE18 3,0.9765,4822
SE18 4,0.9742,3910
SE18 5,0.8824,4074
SE18 6,0.9607,7953
SE18 7,0.8770,4716
SE18 9,0.8540,383
SE19 1,1.0074,4634
SE19 2,0.9982,4375
SE19 3,1.0628,5120
SE19 9,0.9505,184
SE1P 4,1.1136,567
SE1P 5,1.1090,554
SE2 0,0.9730,4914
SE2 8,1.0318,93
SE2 9,0.8869,6389
SE20 7,1.0066,5567
SE20 8,0.9451,6254
SE20 9,1.0127,152
SE21 7,1.4671,1683
SE21 8,1.1276,4445
SE21 9,1.4296,132
SE22 0,1.0430,4434
SE22 2,1.0313,223
SE22 8,1.0731,5406
SE22 9,1.0192,3593
SE23 1,0.9977,4169
SE23 2,1.0022,5450
SE23 3,1.0605,5535
SE23 9,0.9331,154
SE24 0,1.0962,4137
SE24 4,0.9080,61
SE24 9,1.2078,3770
SE25 4,0.9919,6058
SE25 5,0.9682,4716
SE25 6,0.9990,5873
SE25 9,0.9468,311
SE26 4,0.9840,4769
SE26 5,1.0269,4275
SE26 6,1.0040,5098
SE26 9,0.9331,143
SE27 0,1.0597,5351
SE27 7,0.9680,174
SE27 9,1.0327,4342
SE28 0,0.9609,4506
SE28 8,0.9118,6560
SE28 9,1.0318,78
SE3 0,1.2111,3135
SE3 3,1.2384,117
SE3 7,1.1776,4270
SE3 8,1.0794,4231
SE3 9,1.1406,6020
SE4 1,1.0023,6848
SE4 2,0.9681,5328
SE4 9,0.9510,149
SE5 0,0.9304,4910
SE5 5,0.9247,609
SE5 7,0.9489,5165
SE5 8,1.0319,6348
SE5 9,0.9913,4380
SE6 1,0.9987,7160
SE6 2,1.0113,5130
SE6 3,0.9231,4939
SE6 4,0.9769,5958
SE6 9,0.9880,763
SE7 7,0.9566,5358
SE7 8,0.9536,3874
SE7 9,0.9922,57
SE8 3,0.9489,6136
SE8 4,0.9013,4649
SE8 5,0.9231,5057
SE8 9,0.8317,192
SE9 1,1.1402,4622
SE9 2,1.1273,4245
SE9 3,1.1405,5127
SE9 4,1.0238,5557
SE9 5,1.0054,3039
SE9 6,1.0283,4569
SE9 9,1.0022,218
SG1 1,0.9039,3759
SG1 2,0.9870,3554
SG1 3,1.0235,4295
SG1 4,1.0450,5000
SG1 5,0.9443,5049
SG1 6,1.1225,2402
SG1 9,0.9350,220
SG10 6,1.3495,966
SG11 1,1.2359,2508
SG11 2,1.3856,1355
SG12 0,1.2002,4278
SG12 4,1.0108,268
SG12 7,1.0792,3869
SG12 8,1.1904,2843
SG12 9,1.1467,2759
SG13 7,1.1543,4618
SG13 8,1.2861,2695
SG13 9,1.1422,651
SG14 1,1.0889,2329
SG14 2,1.1572,3717
SG14 3,1.2439,3688
SG15 6,0.9911,2850
SG16 6,1.1062,3572
SG17 5,1.1201,6811
SG17 9,1.1689,362
SG18 0,0.9759,4096
SG18 1,0.9231,102
SG18 8,1.0348,6048
SG18 9,1.1773,3648
SG19 1,0.9937,4222
SG19 2,1.1192,4890
SG19 3,1.1807,2329
SG19 9,0.9814,215
SG2 0,0.9991,3707
SG2 7,1.2251,3285
SG2 8,1.0002,5206
SG2 9,0.9770,5631
SG3 6,1.2199,3120
SG4 0,0.9962,4314
SG4 7,1.2339,2146
SG4 8,1.2938,2991
SG4 9,1.1514,4098
SG5 1,0.9888,3830
SG5 2,1.0318,3790
SG5 3,1.1870,3491
SG5 4,1.1257,5659
SG5 9,0.9524,119
SG6 1,0.9986,2947
SG6 2,1.0830,3515
SG6 3,1.1635,2384
SG6 4,0.9709,5884
SG6 9,1.0953,551
SG7 5,1.1731,2315
SG7 6,1.0247,4161
SG8 0,1.2653,2118
SG8 1,1.0044,278
SG8 5,1.0903,4807
SG8 6,1.1997,3481
SG8 7,1.1260,3459
SG8 8,1.3379,1533
SG8 9,1.1562,2975
SG9 0,1.3257,1660
SG9 9,1.2170,3891
SK1 1,0.7615,940
SK1 2,0.7713,844
SK1 3,0.7695,2286
SK1 4,0.8129,2938
SK1 9,0.7436,393
SK10 1,0.9329,2252
SK10 2,1.0977,5280
SK10 3,1.0437,4701
SK10 4,1.6068,3116
SK10 5,1.1073,4542
SK10 9,0.8017,646
SK11 0,1.2196,2261
SK11 6,0.8332,1381
SK11 7,0.9337,5590
SK11 8,0.9616,6251
SK11 9,1.3595,2275
SK12 1,1.1805,6800
SK12 2,1.1822,2324
SK13 0,0.7211,780
SK13 1,0.8940,3219
SK13 2,0.9313,1503
SK13 5,1.1280,593
SK13 6,1.0299,2523
SK13 7,1.0417,2364
SK13 8,0.9402,4572
SK13 9,0.8197,65
SK14 1,0.8025,2309
SK14 2,0.8255,2200
SK14 3,0.8558,3780
SK14 4,0.8493,6294
SK14 5,0.9323,4330
SK14 6,0.9383,2293
SK14 8,0.8942,1379
SK14 9,0.7440,303
SK15 1,0.7939,4310
SK15 2,0.9777,4326
SK15 3,0.9033,4413
SK15 9,0.8331,16
SK16 4,0.7907,4362
SK16 5,0.8712,4612
SK17 0,1.1695,1513
SK17 1,1.0134,410
SK17 6,0.9288,3746
SK17 7,0.8569,3313
SK17 8,1.0307,2543
SK17 9,1.0172,4394
SK2 5,0.9194,6260
SK2 6,0.8760,3837
SK2 7,0.9526,3465
SK2 9,0.7838,49
SK22 1,1.0357,568
SK22 2,1.0317,1104
SK22 3,0.9514,1290
SK22 4,0.9106,2881
SK22 9,0.9722,27
SK23 0,0.9723,2318
SK23 6,1.0845,1190
SK23 7,1.0234,3761
SK23 9,1.0591,1304
SK3 0,0.8254,4075
SK3 3,0.7838,57
SK3 8,0.8716,5090
SK3 9,0.8085,3959
SK4 1,0.7872,2292
SK4 2,0.9693,3445
SK4 3,1.0514,3879
SK4 4,1.0887,3724
SK4 5,0.9190,3046
SK4 9,0.7838,139
SK5 6,0.8084,6907
SK5 7,0.8157,3707
SK5 8,0.7429,3583
SK5 9,0.7838,41
SK6 0,0.9489,71
SK6 1,0.9432,3827
SK6 2,0.8634,3571
SK6 3,0.9495,2237
SK6 4,1.0486,3044
SK6 5,1.2833,2552
SK6 6,1.1112,2949
SK6 7,1.0494,3245
SK6 8,1.1835,1830
SK6 9,0.9022,185
SK7 0,1.3237,188
SK7 1,1.3215,3258
SK7 2,1.3015,2894
SK7 3,1.2109,3003
SK7 4,0.9221,3620
SK7 5,1.0518,2856
SK7 6,1.0900,2911
SK7 9,0.7838,16
SK8 1,1.1294,2516
SK8 2,0.9089,3165
SK8 3,1.0822,5618
SK8 4,1.1557,3601
SK8 5,1.0489,3683
SK8 6,1.0788,3719
SK8 7,1.1791,3527
SK8 9,1.1856,201
SK9 0,1.3177,256
SK9 1,1.3975,1299
SK9 2,1.2219,4185
SK9 3,0.9929,3581
SK9 4,1.0976,1999
SK9 5,1.3146,2315
SK9 6,1.2902,2234
SK9 7,1.4231,2837
SL0 0,1.2536,2733
SL0 1,0.9150,10
SL0 9,1.2785,2231
SL1 0,0.9253,652
SL1 1,0.9491,2803
SL1 2,0.9512,6125
SL1 3,0.9781,5849
SL1 4,0.9533,1392
SL1 5,1.0375,5423
SL1 6,1.0759,2771
SL1 7,1.1432,2400
SL1 8,1.3940,1788
SL1 9,1.0140,1318
SL2 1,0.9484,4902
SL2 2,0.9707,3402
SL2 3,1.4986,3293
SL2 4,1.3773,2224
SL2 5,0.9897,6831
SL3 0,1.0128,1665
SL3 3,0.9150,95
SL3 6,1.2204,1658
SL3 7,1.1787,5959
SL3 8,1.0225,6766
SL3 9,1.2687,2694
SL4 1,1.2030,1733
SL4 2,1.3178,3118
SL4 3,1.2265,4232
SL4 4,1.2121,4762
SL4 5,1.1470,4462
SL4 6,1.2440,2355
SL4 9,1.2068,196
SL5 0,1.4661,2237
SL5 5,1.3142,200
SL5 7,1.4367,2404
SL5 8,1.3315,3114
SL5 9,1.4680,3376
SL6 0,1.3004,2381
SL6 1,1.1597,3419
SL6 2,1.3086,4274
SL6 3,1.2621,4571
SL6 4,1.2312,3681
SL6 5,1.2916,2486
SL6 6,1.3204,3910
SL6 7,1.1441,4590
SL6 8,1.2491,4155
SL6 9,1.4101,2588
SL60 1,0.9575,299
SL7 1,1.2791,3377
SL7 2,1.5511,2291
SL7 3,1.3583,3638
SL7 9,1.2288,64
SL8 5,1.3376,2989
SL9 0,1.6101,2271
SL9 1,1.4974,179
SL9 7,1.6975,2118
SL9 8,1.6720,2088
SL9 9,1.3619,2630
SL95 1,1.0647,346
SM1 1,0.9798,1895
SM1 2,1.0660,5624
SM1 3,1.0942,5159
SM1 4,1.0153,5381
SM1 9,0.9555,362
SM2 5,1.1573,5827
SM2 6,1.1221,5220
SM2 7,1.6345,2073
SM3 8,1.2309,3505
SM3 9,1.1104,5455
SM4 4,1.1668,5322
SM4 5,1.0389,3629
SM4 6,0.9984,5322
SM4 9,1.0578,423
SM5 1,0.9637,5208
SM5 2,1.0528,5289
SM5 3,1.2579,3466
SM5 4,1.3982,2314
SM5 9,1.0731,146
SM6 0,1.1130,3252
SM6 6,1.0731,134
SM6 7,1.0718,3773
SM6 8,1.0958,4912
SM6 9,1.1543,4775
SM7 1,1.4804,2896
SM7 2,1.3216,2755
SM7 3,1.3319,2109
SM7 9,1.1871,95
SN1 1,0.8181,1378
SN1 2,0.8781,2988
SN1 3,0.8833,3038
SN1 4,1.0776,3600
SN1 5,0.8205,2864
SN1 7,1.0848,1238
SN10 1,0.9698,2644
SN10 2,1.0401,3720
SN10 3,1.0498,3322
SN10 4,1.1426,2188
SN10 5,1.1296,3267
SN10 9,0.9425,124
SN11 0,1.0398,3462
SN11 7,0.8812,106
SN11 8,1.0108,4326
SN11 9,1.0499,3533
SN12 6,1.0318,5317
SN12 7,0.9559,4837
SN12 8,1.0532,2957
SN12 9,1.0046,102
SN13 0,0.9837,2598
SN13 8,1.2041,1303
SN13 9,1.0686,4501
SN14 0,0.9825,5698
SN14 6,1.2103,2970
SN14 7,1.3016,1337
SN14 8,1.1414,2258
SN15 1,1.0041,3399
SN15 2,1.1399,2288
SN15 3,0.9949,5381
SN15 4,1.1183,3424
SN15 5,1.2854,1860
SN15 9,0.8752,772
SN16 0,1.1094,3069
SN16 1,1.0881,43
SN16 9,1.2287,3837
SN2 1,0.8713,5770
SN2 2,0.9168,5378
SN2 5,0.7598,2534
SN2 7,0.9437,3958
SN2 8,0.8221,1344
SN2 9,0.8878,681
SN25 1,1.0714,4042
SN25 2,1.1416,7049
SN25 3,0.9347,3523
SN25 4,1.1525,3506
SN25 5,1.2560,77
SN25 6,1.0091,149
SN26 7,1.2360,548
SN26 8,1.1467,397
SN3 0,1.3265,20
SN3 1,1.0562,4055
SN3 2,0.8076,4455
SN3 3,0.8785,4336
SN3 4,1.0290,6120
SN3 5,0.9699,2302
SN3 6,1.0497,3203
SN3 9,0.8791,89
SN38 0,1.0156,25
SN38 1,1.1332,537
SN38 2,1.0926,95
SN38 3,1.1362,79
SN38 4,1.1242,83
SN38 5,0.8821,22
SN38 6,0.8821,22
SN38 7,0.8827,18
SN38 8,0.8817,26
SN38 9,1.2778,12
SN4 0,1.2114,3318
SN4 4,1.0881,669
SN4 7,1.0166,3240
SN4 8,1.0319,2897
SN4 9,1.0648,3348
SN5 0,1.0974,144
SN5 1,0.8805,156
SN5 3,1.3202,447
SN5 4,1.1281,2452
SN5 5,1.0577,3619
SN5 6,0.9936,2524
SN5 7,0.9247,2166
SN5 8,0.8946,4006
SN6 6,1.1410,3198
SN6 7,1.0564,4330
SN6 8,1.2323,3353
SN7 7,1.1345,4507
SN7 8,1.2122,2991
SN7 9,0.9766,13
SN8 1,1.1790,2819
SN8 2,1.2383,2928
SN8 3,1.2544,3113
SN8 4,1.2332,2291
SN8 9,1.1926,157
SN9 5,1.1483,2424
SN9 6,1.1784,1581
SN99 8,0.8791,70
SO14 0,0.7798,3582
SO14 1,0.7475,1473
SO14 2,0.9331,1144
SO14 3,0.9058,3981
SO14 5,0.8401,1681
SO14 6,0.8636,2297
SO14 7,0.8042,893
SO15 0,0.8364,921
SO15 1,0.8037,1398
SO15 2,0.8910,5022
SO15 3,0.8146,4015
SO15 4,0.9168,1217
SO15 5,0.9229,5282
SO15 7,1.0982,1141
SO15 8,0.8569,1149
SO15 9,0.8299,342
SO16 0,1.0880,1216
SO16 2,0.9200,666
SO16 3,0.9777,3801
SO16 4,0.8077,3941
SO16 5,0.8518,3482
SO16 6,0.8729,3302
SO16 7,1.1988,3005
SO16 8,0.9548,5089
SO16 9,0.8000,5482
SO17 1,1.0160,3413
SO17 2,0.8401,3349
SO17 3,0.8522,1857
SO18 1,0.9112,3383
SO18 2,0.8620,4284
SO18 3,1.0069,2009
SO18 4,0.8840,1939
SO18 5,0.8636,3511
SO18 6,0.8761,1246
SO18 9,0.8493,588
SO19 0,0.8389,1712
SO19 1,0.8685,1193
SO19 2,0.8536,2790
SO19 4,0.9854,642
SO19 5,0.9094,689
SO19 6,0.8156,4094
SO19 7,0.8769,3162
SO19 8,0.8758,3841
SO19 9,0.8430,8200
SO20 6,1.3222,2296
SO20 8,1.2531,1540
SO21 1,1.2341,3715
SO21 2,1.3526,2583
SO21 3,1.2201,2714
SO22 4,1.1003,4430
SO22 5,1.2769,4274
SO22 6,1.2186,4291
SO23 0,1.0163,1952
SO23 3,0.9928,494
SO23 5,0.8588,184
SO23 7,1.1579,4464
SO23 8,1.0414,1792
SO23 9,1.2093,2425
SO24 0,1.3647,1661
SO24 4,1.0805,118
SO24 9,1.1912,3276
SO25 1,0.8588,6
SO30 0,1.0271,3044
SO30 2,1.0787,6634
SO30 3,1.0963,3197
SO30 4,1.0590,2381
SO30 9,0.9548,200
SO31 0,1.1176,268
SO31 1,1.1301,1253
SO31 4,1.0739,2323
SO31 5,0.9790,3195
SO31 6,1.1205,5068
SO31 7,1.1717,3149
SO31 8,1.0563,3556
SO31 9,1.2085,3201
SO32 1,1.1240,3920
SO32 2,1.2135,6399
SO32 3,1.3788,1028
SO40 0,1.1597,563
SO40 2,1.0662,3382
SO40 3,0.9673,3787
SO40 4,1.0391,2618
SO40 7,1.1866,2170
SO40 8,1.0094,3724
SO40 9,0.9413,2374
SO41 0,1.2160,5477
SO41 1,1.1471,286
SO41 3,1.3496,1489
SO41 5,1.4027,684
SO41 6,1.3346,1677
SO41 8,1.1770,3826
SO41 9,1.1235,3202
SO42 7,1.3695,2327
SO43 7,1.2497,1804
SO45 1,1.0227,3348
SO45 2,0.9551,2755
SO45 3,0.9586,2275
SO45 4,1.1354,2161
SO45 5,1.0169,3351
SO45 6,1.0181,1777
SO45 9,1.1261,145
SO50 0,1.0030,442
SO50 4,0.9611,3676
SO50 5,0.8778,4458
SO50 6,0.9725,3234
SO50 7,1.1089,4136
SO50 8,1.0332,2847
SO50 9,0.9378,3857
SO51 0,1.2494,3124
SO51 1,1.0853,229
SO51 5,1.0667,1861
SO51 6,1.3169,2268
SO51 7,1.0943,3471
SO51 8,1.0074,2371
SO51 9,1.2958,925
SO52 9,1.0563,3187
SO53 1,1.2348,1965
SO53 2,1.0433,3751
SO53 3,1.0310,2956
SO53 4,1.2172,3146
SO53 5,1.2888,1910
SO97 4,0.9508,197
SP1 1,1.1151,2252
SP1 2,1.0283,2339
SP1 3,1.0994,6282
SP10 1,0.9116,2199
SP10 2,1.0408,4418
SP10 3,1.0267,5122
SP10 4,1.0533,2742
SP10 5,0.8969,2364
SP10 9,0.9688,335
SP11 0,1.3011,1617
SP11 6,1.0841,7186
SP11 7,1.2468,2347
SP11 8,1.2064,1655
SP11 9,1.0501,3669
SP2 0,1.0368,2557
SP2 2,0.9076,417
SP2 7,0.9751,3305
SP2 8,1.1362,3729
SP2 9,0.9711,4689
SP3 4,1.1546,1915
SP3 5,1.2202,1559
SP3 6,1.1506,2027
SP4 0,1.1798,1331
SP4 4,0.9076,19
SP4 5,0.8972,56
SP4 6,1.1401,3159
SP4 7,1.0324,5973
SP4 8,0.9887,3625
SP4 9,0.9774,2431
SP5 1,1.2858,2271
SP5 2,1.3411,2544
SP5 3,1.1890,3024
SP5 4,1.2550,1156
SP5 5,1.2004,1647
SP6 1,1.0880,3081
SP6 2,1.3329,1450
SP6 3,1.1735,2216
SP6 9,0.9846,51
SP7 0,1.2506,1359
SP7 7,0.9361,92
SP7 8,1.0252,4278
SP7 9,1.1859,1731
SP8 4,1.0008,4928
SP8 5,1.1971,2098
SP8 9,0.8980,25
SP9 7,0.9450,4259
SP9 9,1.0375,9
SR1 1,0.7901,1194
SR1 2,0.7392,1665
SR1 3,0.7798,1166
SR2 0,0.8520,5109
SR2 7,0.8932,3986
SR2 8,0.7706,3192
SR2 9,0.8925,3488
SR3 1,0.8553,5597
SR3 2,0.9107,5342
SR3 3,0.8417,4748
SR3 4,0.7273,3161
SR4 0,0.7839,3662
SR4 6,0.7536,3978
SR4 7,0.8057,4596
SR4 8,0.8085,3962
SR4 9,0.7853,3018
SR5 1,0.8177,2894
SR5 2,0.7515,2347
SR5 3,0.7621,4093
SR5 4,0.7251,3008
SR5 5,0.7370,4248
SR5 9,0.7822,919
SR6 0,0.8309,2833
SR6 7,1.0485,4578
