district,cwd_yr_clim_mm,smd_jja_clim_mm
SA13 2,127.36,57.91
SA13 3,85.69,27.72
SA13 9,130.01,60.66
SA14 6,123.16,54.6
SA14 7,120.05,51.68
SA14 8,141.41,68.42
SA14 9,183.8,93.53
SA15 1,181.76,91.99
SA15 2,193.52,98.01
SA15 3,180.78,91.12
SA15 4,146.05,72.85
SA15 5,133.86,63.7
SA15 9,194.55,98.06
SA16 0,165.22,87.01
SA17 4,151.13,77.42
SA17 5,133.47,64.67
SA18 1,113.43,47.34
SA18 2,123.1,54.25
SA18 3,138.11,64.38
SA18 9,151.14,72.09
SA19 0,159.07,79.72
SA19 6,135.56,65.11
SA19 7,118.55,53.93
SA19 8,111.13,50.08
SA19 9,106.11,43.05
SA2 0,140.16,70.37
SA2 7,148.94,76.87
SA2 8,153.07,79.26
SA2 9,137.41,69.12
SA20 0,119.83,56.17
SA3 1,153.47,81.51
SA3 2,148.97,78.84
SA3 3,136.52,72.39
SA3 4,126.22,65.4
SA3 5,139.98,73.5
SA31 1,144.66,70.03
SA31 2,154.46,75.48
SA31 3,142.52,70.12
SA31 9,169.39,85.84
SA32 7,111.4,44.89
SA32 8,143.93,70.45
SA33 4,154.29,79.9
SA33 5,142.37,70.71
SA33 6,115.99,50.9
SA34 0,134.33,66.35
SA35 0,120.22,56.31
SA36 0,122.11,56.84
SA37 0,138.32,70.9
SA38 9,148.89,78.92
SA39 9,107.37,45.14
SA4 0,144.35,68.77
SA4 3,164.59,83.74
SA4 4,171.06,84.52
SA4 5,165.13,80.87
SA4 6,174.85,86.33
SA4 8,147.33,70.43
SA4 9,155.33,75.74
SA40 9,121.99,60.19
SA41 3,123.1,61.09
SA42 0,121.57,65.99
SA43 1,119.49,65.24
SA43 2,146.52,80.14
SA43 3,133.24,73.59
SA44 4,126.77,63.22
SA44 5,142.15,72.65
SA44 6,118.03,61.0
SA44 9,129.0,63.16
SA45 9,136.7,77.39
SA46 0,132.48,71.99
SA47 0,137.13,75.61
SA48 7,137.19,72.8
SA48 8,118.22,58.43
SA48 9,123.57,62.98
SA5 4,153.08,75.69
SA5 5,137.51,66.64
SA5 7,122.37,53.69
SA5 8,136.12,66.99
SA5 9,142.78,70.65
SA6 5,125.37,54.99
SA6 6,132.79,61.86
SA6 7,125.82,59.15
SA6 8,151.37,75.62
SA61 1,134.46,68.76
SA61 2,131.08,66.38
SA61 9,142.49,73.32
SA62 3,124.13,68.82
SA62 4,142.4,74.17
SA62 5,123.75,65.18
SA62 6,119.76,66.12
SA63 4,124.02,59.7
SA64 0,107.18,59.43
SA65 0,136.21,78.14
SA65 9,106.95,50.87
SA66 7,115.44,51.73
SA67 7,148.57,75.56
SA67 8,141.05,71.52
SA67 9,148.56,75.37
SA68 0,156.03,79.41
SA69 9,152.83,78.88
SA7 0,152.31,75.22
SA7 9,137.74,65.53
SA70 7,141.97,75.65
SA70 8,150.93,79.29
SA70 9,152.63,80.98
SA71 4,169.31,88.13
SA71 5,137.09,74.46
SA72 4,164.19,85.56
SA72 6,175.4,90.8
SA72 9,178.24,92.09
SA73 1,150.02,79.3
SA73 2,139.53,74.39
SA73 3,131.77,72.73
SA8 3,116.36,47.63
SA8 4,115.39,47.19
SA8 9,140.47,62.96
SA9 1,95.6,34.67
SA9 2,107.01,41.97
SE1 0,359.24,138.38
SE1 1,361.63,138.87
SE1 2,356.41,138.14
SE1 3,356.42,138.14
SE1 4,361.66,138.87
SE1 5,356.03,137.75
SE1 6,361.67,138.88
SE1 7,359.27,138.38
SE1 8,357.37,137.9
SE1 9,357.34,137.9
SE10 0,383.78,141.2
SE10 1,388.15,141.8
SE10 8,365.82,138.34
SE10 9,391.06,142.63
SE11 4,358.94,138.36
SE11 5,358.95,138.36
SE11 6,358.92,138.35
SE12 0,357.3,137.47
SE12 8,383.23,140.93
SE12 9,338.4,134.08
SE13 5,385.45,140.96
SE13 6,373.29,139.58
SE13 7,372.77,139.33
SE13 9,385.45,140.96
SE14 5,367.92,138.73
SE14 6,368.07,138.46
SE14 9,362.89,137.77
SE15 1,366.45,138.95
SE15 2,362.9,137.77
SE15 3,345.89,135.53
SE15 4,355.2,136.94
SE15 5,368.33,139.15
SE15 6,365.64,139.05
SE15 9,368.34,139.15
SE16 2,350.02,136.12
SE16 3,351.38,136.88
SE16 4,347.72,136.52
SE16 5,368.67,139.46
SE16 6,363.74,138.45
SE16 7,354.84,137.19
SE17 1,362.71,138.96
SE17 2,362.75,138.96
SE17 3,358.95,138.36
SE17 9,362.72,138.96
SE18 1,388.67,141.69
SE18 2,354.53,136.47
SE18 3,337.76,133.93
SE18 4,360.47,137.91
SE18 5,386.65,141.79
SE18 6,385.35,141.54
SE18 7,379.91,140.68
SE18 9,377.15,140.41
SE19 1,358.91,138.44
SE19 2,321.12,131.16
SE19 3,339.55,134.84
SE19 9,321.1,131.16
SE2 0,383.47,140.88
SE2 9,398.95,142.89
SE20 7,352.34,136.05
SE20 8,345.84,135.1
SE20 9,348.51,135.39
SE21 7,356.14,137.22
SE21 8,354.94,136.67
SE21 9,358.07,137.83
SE22 0,371.36,139.88
SE22 2,371.7,139.89
SE22 8,358.18,137.42
SE22 9,371.68,139.89
SE23 1,373.87,140.0
SE23 2,372.68,139.71
SE23 3,384.4,141.71
SE23 9,373.54,139.97
SE24 0,351.16,135.95
SE24 9,357.09,137.01
SE25 4,352.49,136.2
SE25 5,357.62,136.8
SE25 6,347.11,135.36
SE25 9,347.12,135.36
SE26 4,353.63,136.49
SE26 5,364.56,138.02
SE26 6,341.08,135.25
SE27 0,348.45,136.29
SE27 7,353.47,137.17
SE27 9,353.46,137.17
SE28 0,391.55,142.03
SE28 8,396.44,142.53
SE28 9,397.31,142.62
SE3 0,371.32,139.44
SE3 3,372.95,139.57
SE3 7,368.45,139.11
SE3 8,358.68,137.74
SE3 9,377.23,140.19
SE4 1,371.08,139.36
SE4 2,361.4,137.49
SE4 9,361.38,137.49
SE5 0,363.21,138.8
SE5 5,359.63,137.79
SE5 7,364.3,138.89
SE5 8,359.65,137.8
SE5 9,360.11,137.9
SE6 1,369.7,139.25
SE6 2,361.6,137.95
SE6 3,367.36,138.59
SE6 4,382.16,140.91
SE6 9,382.15,140.91
SE7 7,374.49,140.0
SE7 8,389.4,142.08
SE7 9,388.15,141.8
SE8 3,374.87,139.61
SE8 4,382.17,140.31
SE8 5,375.75,139.64
SE8 9,380.27,140.14
SE9 1,355.93,136.68
SE9 2,366.22,138.15
SE9 3,363.86,137.88
SE9 4,348.6,135.84
SE9 5,373.52,139.45
SE9 6,363.79,138.24
SE9 9,361.82,137.85
SG1 1,326.99,133.45
SG1 2,317.43,131.8
SG1 3,329.68,133.3
SG1 4,327.41,132.82
SG1 5,330.81,133.65
SG1 6,322.13,131.56
SG1 9,319.19,132.34
SG10 6,360.36,137.41
SG11 1,348.19,136.13
SG11 2,342.75,135.47
SG12 0,363.82,138.29
SG12 4,399.81,142.1
SG12 7,374.72,139.66
SG12 8,375.97,139.7
SG12 9,378.05,139.9
SG13 7,361.5,137.68
SG13 8,354.7,136.84
SG13 9,381.27,140.29
SG14 1,381.26,140.29
SG14 2,365.46,138.46
SG14 3,367.56,138.42
SG15 6,384.39,141.29
SG16 6,371.57,139.35
SG17 5,361.07,138.29
SG17 9,369.23,139.62
SG18 0,381.76,139.15
SG18 1,377.64,139.06
SG18 8,379.86,139.7
SG18 9,379.15,140.49
SG19 1,384.07,140.4
SG19 2,372.51,138.5
SG19 3,357.96,137.38
SG19 9,378.2,139.61
SG2 0,332.76,134.12
SG2 7,334.72,133.85
SG2 8,337.37,134.55
SG2 9,331.78,133.94
SG3 6,325.58,132.57
SG4 0,359.23,136.33
SG4 7,327.13,132.8
SG4 8,318.64,131.93
SG4 9,336.12,132.18
SG5 1,352.11,134.55
SG5 2,342.64,133.59
SG5 3,334.81,132.91
SG5 4,380.66,140.56
SG6 1,360.14,137.37
SG6 2,346.81,135.17
SG6 3,355.45,136.15
SG6 4,356.05,136.16
SG6 9,355.46,136.44
SG7 5,368.78,138.93
SG7 6,339.94,134.67
SG8 0,364.71,138.59
SG8 1,368.81,138.13
SG8 5,373.03,140.17
SG8 6,377.5,141.19
SG8 7,372.4,140.45
SG8 8,330.82,133.66
SG8 9,331.0,133.29
SG9 0,335.27,134.56
SG9 9,332.92,134.03
SK1 1,186.26,101.41
SK1 2,174.82,95.48
SK1 3,170.32,92.81
SK1 4,171.64,93.51
SK1 9,170.31,92.8
SK10 1,167.68,91.85
SK10 2,175.96,96.0
SK10 3,168.11,91.42
SK10 4,187.23,100.16
SK10 5,137.43,71.84
SK10 9,178.26,97.7
SK11 0,132.97,69.36
SK11 6,178.26,97.71
SK11 7,169.27,92.7
SK11 8,168.97,92.41
SK11 9,200.26,106.06
SK12 1,187.49,101.51
SK12 2,145.74,78.52
SK13 0,165.31,89.22
SK13 1,92.17,39.65
SK13 2,154.11,82.34
SK13 5,135.61,69.97
SK13 6,123.47,61.63
SK13 7,104.1,48.05
SK13 8,144.66,75.64
SK14 1,168.31,93.27
SK14 2,172.33,95.93
SK14 3,148.26,80.19
SK14 4,164.09,91.13
SK14 5,158.25,86.87
SK14 6,134.33,69.67
SK14 8,146.33,77.27
SK14 9,170.6,94.66
SK15 1,166.25,92.01
SK15 2,144.05,77.61
SK15 3,115.21,56.87
SK16 4,167.77,92.48
SK16 5,152.24,83.68
SK17 0,128.0,67.52
SK17 1,123.44,60.61
SK17 6,106.14,49.06
SK17 7,118.0,58.52
SK17 8,141.39,74.35
SK17 9,126.62,65.74
SK2 5,163.57,88.15
SK2 6,152.53,81.35
SK2 7,184.18,100.81
SK22 1,140.49,74.03
SK22 2,119.62,60.18
SK22 3,166.18,89.9
SK22 4,147.82,79.36
SK23 0,124.22,62.05
SK23 6,142.51,75.74
SK23 7,140.15,73.1
SK23 9,133.84,68.96
SK3 0,195.99,106.29
SK3 3,186.41,101.47
SK3 8,175.55,95.67
SK3 9,179.04,97.66
SK4 1,177.02,96.95
SK4 2,187.36,101.95
SK4 3,190.96,103.84
SK4 4,180.79,98.79
SK4 5,178.86,98.02
SK5 6,175.73,96.24
SK5 7,179.54,98.21
SK5 8,178.35,97.43
SK6 1,162.61,89.06
SK6 2,174.34,95.59
SK6 3,173.48,94.68
SK6 4,161.47,87.94
SK6 5,145.31,77.2
SK6 6,181.63,98.98
SK6 7,174.59,94.78
SK6 8,166.96,90.65
SK6 9,176.99,96.37
SK7 0,190.47,102.61
SK7 1,194.16,103.59
SK7 2,187.37,101.55
SK7 3,186.36,101.41
SK7 4,173.6,94.2
SK7 5,184.18,100.35
SK7 6,180.56,98.21
SK8 1,199.37,107.73
SK8 2,197.08,106.85
SK8 3,192.04,103.85
SK8 4,200.68,108.09
SK8 5,191.31,103.94
SK8 6,190.29,103.13
SK8 7,189.59,102.37
SK8 9,201.34,108.67
SK9 0,204.1,108.38
SK9 1,202.15,107.44
SK9 2,195.89,104.39
SK9 3,190.29,102.6
SK9 4,196.65,105.07
SK9 5,197.54,105.72
SK9 6,209.94,110.99
SK9 7,210.98,110.91
SL0 0,353.32,137.27
SL0 9,370.54,139.59
SL1 0,378.31,139.73
SL1 1,378.98,139.74
SL1 2,376.72,139.14
SL1 3,376.73,139.49
SL1 4,372.6,138.56
SL1 5,379.96,139.39
SL1 6,376.13,139.23
SL1 7,371.81,138.95
SL1 8,340.86,134.74
SL1 9,380.21,139.41
SL2 1,365.54,138.09
SL2 2,368.78,138.49
SL2 3,339.64,134.86
SL2 4,348.61,136.51
SL2 5,374.75,139.54
SL3 0,371.39,139.14
SL3 6,356.12,137.67
SL3 7,374.7,138.67
SL3 8,372.06,139.14
SL3 9,380.88,139.21
SL4 1,379.47,138.55
SL4 2,362.69,136.89
SL4 3,380.24,138.83
SL4 4,360.6,137.48
SL4 5,378.89,139.05
SL4 6,381.84,139.57
SL4 9,390.26,140.27
SL5 0,338.21,132.53
SL5 5,333.07,131.67
SL5 7,337.74,132.98
SL5 8,334.59,132.73
SL5 9,335.85,132.12
SL6 0,364.89,137.92
SL6 1,379.21,139.71
SL6 2,378.69,139.84
SL6 3,379.07,139.86
SL6 4,373.89,139.0
SL6 5,369.57,137.65
SL6 6,354.09,135.6
SL6 7,377.39,139.47
SL6 8,376.57,139.54
SL6 9,357.2,136.53
SL7 1,357.62,135.49
SL7 2,346.35,133.46
SL7 3,330.73,132.02
SL7 9,357.16,135.01
SL8 5,360.89,137.66
SL9 0,332.22,133.27
SL9 1,335.86,134.34
SL9 7,344.46,135.81
SL9 8,334.05,133.85
SL9 9,335.43,133.8
SM1 1,363.11,137.12
SM1 2,364.83,137.43
SM1 3,355.56,136.46
SM1 4,352.25,135.56
SM1 9,342.65,133.81
SM2 5,326.25,131.18
SM2 6,342.69,133.82
SM2 7,351.32,135.82
SM3 8,358.36,136.52
SM3 9,369.79,138.35
SM4 4,360.73,136.8
SM4 5,362.92,137.17
SM4 6,367.1,138.13
SM4 9,360.51,136.94
SM5 1,355.75,136.86
SM5 2,359.63,137.05
SM5 3,343.48,134.07
SM5 4,329.53,131.57
SM6 0,327.61,130.75
SM6 6,345.86,134.21
SM6 7,361.03,136.38
SM6 8,351.69,134.47
SM6 9,336.93,131.86
SM7 1,326.98,131.14
SM7 2,306.26,127.24
SM7 3,300.36,125.92
SM7 9,295.92,125.21
SN1 1,325.19,128.95
SN1 2,326.33,129.67
SN1 3,325.21,128.95
SN1 4,311.71,126.8
SN1 5,327.24,129.91
SN1 7,325.48,130.51
SN10 1,299.34,127.15
SN10 2,269.04,120.23
SN10 3,284.54,123.46
SN10 4,297.48,126.26
SN10 5,312.66,129.43
SN10 9,296.8,126.57
SN11 0,273.6,121.72
SN11 7,283.55,124.2
SN11 8,262.31,119.44
SN11 9,277.83,123.51
SN12 6,315.91,129.86
SN12 7,307.23,127.43
SN12 8,297.94,126.09
SN12 9,312.0,125.86
SN13 0,262.88,119.34
SN13 8,254.92,118.19
SN13 9,269.62,120.36
SN14 0,292.31,126.6
SN14 6,267.16,119.67
SN14 7,251.03,116.05
SN14 8,228.5,110.64
SN15 1,298.65,128.0
SN15 2,280.85,123.34
SN15 3,298.6,128.01
SN15 4,291.12,127.24
SN15 5,282.64,124.84
SN15 9,304.35,129.1
SN16 0,277.76,122.21
SN16 9,284.57,124.56
SN2 1,321.0,129.87
SN2 2,319.62,129.84
SN2 5,317.68,129.04
SN2 7,314.0,128.19
SN2 8,323.73,129.79
SN25 1,323.7,130.58
SN25 2,311.68,128.25
SN25 3,318.18,129.35
SN25 4,304.45,126.63
SN25 5,296.38,124.63
SN25 6,309.42,127.23
SN26 7,301.74,125.9
SN26 8,316.53,129.13
SN3 0,328.83,130.26
SN3 1,314.67,126.71
SN3 2,324.91,129.0
SN3 3,327.6,129.94
SN3 4,321.78,129.36
SN3 5,329.71,130.47
SN3 6,319.3,128.01
SN3 9,323.98,129.12
SN4 0,283.55,121.08
SN4 4,295.06,126.93
SN4 7,280.85,124.18
SN4 8,281.76,123.41
SN4 9,267.98,119.42
SN5 0,287.54,124.54
SN5 1,319.36,129.8
SN5 3,283.84,122.68
SN5 4,299.65,125.79
SN5 5,314.88,128.99
SN5 6,292.54,124.31
SN5 7,320.89,130.18
SN5 8,314.07,128.43
SN6 6,312.42,128.53
SN6 7,321.96,129.43
SN6 8,312.74,126.52
SN7 7,336.27,131.5
SN7 8,339.51,131.66
SN8 1,269.77,119.02
SN8 2,276.91,119.91
SN8 3,278.94,120.67
SN8 4,262.95,117.31
SN8 9,281.75,122.17
SN9 5,284.5,122.82
SN9 6,280.86,122.65
SO14 0,351.23,132.2
SO14 1,345.38,131.86
SO14 2,322.0,128.04
SO14 3,345.42,131.86
SO14 5,345.12,130.95
SO14 6,342.56,130.46
SO14 7,351.26,132.21
SO15 0,337.32,129.28
SO15 1,321.97,128.03
SO15 2,333.89,129.34
SO15 3,333.38,128.95
SO15 4,327.28,127.36
SO15 5,328.97,128.12
SO15 7,333.86,129.34
SO15 8,327.28,127.36
SO15 9,328.98,128.12
SO16 0,342.64,131.05
SO16 2,335.04,129.59
SO16 3,322.11,127.63
SO16 4,334.89,128.65
SO16 5,313.63,125.56
SO16 6,311.39,124.68
SO16 7,298.2,122.93
SO16 8,329.15,129.39
SO16 9,336.38,129.77
SO17 1,336.1,129.41
SO17 2,349.0,131.01
SO17 3,348.94,131.0
SO18 1,324.65,127.11
SO18 2,339.44,130.08
SO18 3,325.77,127.71
SO18 4,325.85,127.28
SO18 5,306.56,124.72
SO18 6,307.33,124.3
SO18 9,342.56,130.46
SO19 0,319.78,128.85
SO19 1,316.36,127.96
SO19 2,333.43,130.63
SO19 4,323.56,127.35
SO19 5,308.03,125.74
SO19 6,309.79,126.41
SO19 7,330.53,129.4
SO19 8,325.68,129.43
SO19 9,342.45,133.18
SO20 6,317.37,126.71
SO20 8,316.15,127.36
SO21 1,315.46,126.16
SO21 2,303.01,123.94
SO21 3,314.96,126.85
SO22 4,300.95,123.11
SO22 5,293.78,121.59
SO22 6,324.18,128.04
SO23 0,340.1,130.5
SO23 3,340.08,130.5
SO23 7,343.5,131.19
SO23 8,326.15,128.11
SO23 9,331.43,128.88
SO24 0,291.35,121.69
SO24 4,319.82,127.19
SO24 9,306.78,125.24
SO30 0,320.89,128.63
SO30 2,321.76,128.23
SO30 3,319.36,126.96
SO30 4,318.79,128.02
SO30 9,319.82,127.67
SO31 0,284.75,122.38
SO31 1,311.53,127.44
SO31 4,309.44,127.75
SO31 5,326.48,130.68
SO31 6,281.89,122.05
SO31 7,301.04,125.66
SO31 8,313.56,127.84
SO31 9,292.29,125.21
SO32 1,302.5,122.2
SO32 2,311.87,124.92
SO32 3,285.8,120.35
SO40 0,339.41,130.08
SO40 2,322.68,127.09
SO40 3,338.41,130.13
SO40 4,327.88,128.69
SO40 7,326.91,128.33
SO40 8,333.61,129.23
SO40 9,337.04,129.85
SO41 0,289.87,126.62
SO41 1,310.82,129.49
SO41 3,298.54,128.18
SO41 5,307.94,128.22
SO41 6,300.81,126.11
SO41 8,301.68,126.73
SO41 9,307.67,128.63
SO42 7,315.63,126.83
SO43 7,309.69,125.01
SO45 1,297.81,127.62
SO45 2,288.56,123.56
SO45 3,298.37,124.89
SO45 4,297.03,123.41
SO45 5,312.71,126.74
SO45 6,324.41,129.86
SO45 9,315.33,128.38
SO50 0,322.85,127.1
SO50 4,301.93,122.66
SO50 5,331.94,128.84
SO50 6,320.83,126.51
SO50 7,315.12,125.37
SO50 8,318.81,125.45
SO50 9,322.2,127.14
SO51 0,319.3,126.86
SO51 1,339.2,130.08
SO51 5,334.8,129.49
SO51 6,325.01,127.85
SO51 7,329.79,128.09
SO51 8,342.3,130.64
SO51 9,330.95,129.04
SO52 9,322.77,127.81
SO53 1,315.22,125.96
SO53 2,307.7,124.14
SO53 3,311.34,125.27
SO53 4,319.1,126.96
SO53 5,301.04,123.12
SP1 1,326.53,130.23
SP1 2,339.55,131.48
SP1 3,334.91,131.75
SP10 1,329.33,129.14
SP10 2,309.84,125.44
SP10 3,315.69,126.74
SP10 4,313.52,126.24
SP10 5,321.95,127.84
SP10 9,313.07,126.04
SP11 0,279.92,119.88
SP11 6,302.65,124.8
SP11 7,316.55,126.98
SP11 8,300.04,124.01
SP11 9,279.86,120.58
SP2 0,301.42,126.1
SP2 2,339.01,132.08
SP2 7,338.99,132.08
SP2 8,319.75,129.12
SP2 9,313.68,128.07
SP3 4,294.36,125.5
SP3 5,280.26,121.02
SP3 6,256.65,116.12
SP4 0,311.78,127.78
SP4 5,306.18,127.13
SP4 6,311.69,128.05
SP4 7,314.76,128.99
SP4 8,306.96,128.57
SP4 9,302.28,126.76
SP5 1,312.94,126.81
SP5 2,316.88,126.48
SP5 3,328.67,129.47
SP5 4,313.17,127.78
SP5 5,264.9,117.21
SP6 1,335.01,129.31
SP6 2,329.97,128.84
SP6 3,310.96,126.5
SP7 0,276.61,120.61
SP7 7,238.69,111.75
SP7 8,256.34,116.66
SP7 9,258.5,116.67
SP8 4,289.43,124.42
SP8 5,282.52,123.01
SP8 9,283.32,123.18
SP9 7,290.49,123.23
SR1 1,189.53,106.46
SR1 2,189.53,106.46
SR1 3,178.9,101.79
SR2 0,179.87,101.2
SR2 7,179.89,102.17
SR2 8,181.08,103.03
SR2 9,175.39,99.61
SR3 1,185.92,103.63
SR3 2,176.95,99.25
SR3 3,194.66,106.64
SR3 4,188.91,104.57
SR4 0,191.15,104.87
SR4 6,192.85,106.94
SR4 7,184.84,103.77
SR4 8,185.29,102.63
SR4 9,187.98,102.04
SR5 1,190.96,106.3
SR5 2,183.28,102.87
SR5 3,219.46,115.17
SR5 4,207.53,111.42
SR5 5,196.0,107.51
SR5 9,212.42,113.8
SR6 0,183.21,103.65
SR6 7,186.6,104.83
SR6 8,193.43,107.72
SR6 9,182.89,103.22
SR7 0,183.34,101.88
SR7 1,195.87,108.65
SR7 7,198.32,109.79
SR7 8,184.13,102.21
SR7 9,190.64,104.09
SR8 1,198.64,107.65
SR8 2,190.19,104.38
SR8 3,193.16,108.02
SR8 4,211.48,113.53
SR8 5,191.74,103.71
SR8 9,191.75,103.71
SS0 0,372.64,142.33
SS0 7,381.31,142.91
SS0 8,394.17,144.43
SS0 9,377.22,142.74
SS1 1,374.99,142.54
SS1 2,351.81,140.72
SS1 3,325.42,137.16
SS11 7,362.47,139.43
SS11 8,377.53,141.19
SS11 9,378.7,141.71
SS12 0,377.28,141.31
SS12 9,374.67,141.2
SS13 1,371.33,140.54
SS13 2,362.03,139.73
SS13 3,368.87,140.44
SS14 0,359.04,138.32
SS14 1,356.53,138.2
SS14 2,355.71,137.86
SS14 3,364.5,139.32
SS15 4,359.48,138.27
SS15 5,357.58,138.0
SS15 6,360.34,138.18
SS16 4,364.46,139.45
SS16 5,336.04,134.44
SS16 6,349.87,136.69
SS17 0,364.66,140.45
SS17 1,359.31,139.34
SS17 7,359.42,139.3
SS17 8,359.87,139.25
SS17 9,369.31,140.67
SS2 4,333.41,137.88
SS2 5,365.09,141.67
SS2 6,376.6,143.07
SS3 0,357.67,141.27
SS3 8,336.73,139.39
SS3 9,351.27,140.73
SS4 1,376.03,143.1
SS4 2,390.27,144.0
SS4 3,385.12,143.47
SS4 9,381.7,143.63
SS5 4,350.83,138.03
SS5 5,376.62,141.75
SS5 6,374.42,140.4
SS5 9,353.94,138.62
SS6 0,349.8,138.97
SS6 7,359.93,140.55
SS6 8,351.64,138.49
SS6 9,372.23,139.8
SS7 1,356.93,140.42
SS7 2,343.32,138.43
SS7 3,343.81,138.51
SS7 4,368.23,141.54
SS7 5,372.43,141.69
SS7 9,340.48,138.05
SS8 0,375.4,141.88
SS8 1,374.93,142.47
SS8 7,378.08,142.88
SS8 8,378.43,143.0
SS8 9,377.26,142.83
SS9 1,371.24,142.14
SS9 2,365.93,141.58
SS9 3,356.03,140.15
SS9 4,360.43,140.68
SS9 5,356.65,140.13
ST1 1,172.69,91.78
ST1 2,172.67,91.77
ST1 3,172.7,91.78
ST1 4,183.42,96.87
ST1 5,195.25,102.98
ST1 6,186.95,99.01
ST10 1,185.24,95.07
ST10 2,163.35,85.68
ST10 3,144.82,76.22
ST10 4,201.54,102.09
ST10 9,190.43,97.57
ST11 9,185.57,96.15
ST12 9,212.06,106.13
ST13 5,162.64,86.64
ST13 6,162.9,86.68
ST13 7,139.05,74.09
ST13 8,140.46,75.82
ST13 9,169.56,90.16
ST14 5,223.52,109.12
ST14 7,236.22,112.65
ST14 8,238.01,113.52
ST14 9,243.36,114.61
ST15 0,226.94,113.2
ST15 8,196.1,100.52
ST15 9,232.5,115.23
ST16 1,261.16,122.28
ST16 2,261.65,122.28
ST16 3,251.72,119.62
ST16 9,253.39,119.98
ST17 0,248.1,116.37
ST17 4,259.35,121.18
ST17 9,260.6,121.46
ST18 0,235.73,113.31
ST18 9,252.07,120.01
ST19 5,262.64,121.07
ST19 9,257.18,119.37
ST2 0,183.3,96.5
ST2 7,183.04,96.19
ST2 8,179.76,94.43
ST2 9,192.12,101.31
ST20 0,247.39,118.1
ST21 6,226.83,112.71
ST3 1,195.13,101.81
ST3 2,192.98,100.52
ST3 3,195.19,100.75
ST3 4,186.91,97.11
ST3 5,176.02,92.42
ST3 6,183.87,96.38
ST3 7,176.77,92.38
ST3 9,186.33,97.45
ST4 1,193.72,102.43
ST4 2,190.57,100.85
ST4 3,187.15,98.49
ST4 4,199.11,103.7
ST4 5,191.42,100.23
ST4 6,208.84,106.4
ST4 7,188.24,99.7
ST4 8,195.02,99.26
ST4 9,193.72,102.43
ST5 0,190.71,101.33
ST5 1,189.49,99.96
ST5 2,190.63,100.13
ST5 3,192.51,101.01
ST5 4,194.1,100.96
ST5 5,195.44,101.76
ST5 6,191.17,101.04
ST5 7,194.89,103.55
ST5 8,199.48,106.18
ST5 9,189.04,99.6
ST6 1,187.34,99.76
ST6 2,195.75,103.51
ST6 3,206.08,108.11
ST6 4,215.72,112.4
ST6 5,193.89,103.31
ST6 6,195.4,103.76
ST6 7,180.14,96.75
ST6 8,176.55,94.31
ST6 9,208.39,109.34
ST7 1,198.78,104.92
ST7 2,232.6,115.65
ST7 3,224.08,114.19
ST7 4,196.27,103.92
ST7 8,224.17,114.29
ST7 9,209.32,108.53
ST8 6,183.97,97.73
ST8 7,150.91,80.58
ST8 9,179.46,95.44
ST9 0,163.95,86.0
ST9 9,167.53,88.51
SW10 0,364.91,138.76
SW10 1,364.89,138.76
SW10 9,364.89,138.76
SW11 1,364.31,138.78
SW11 2,374.24,140.02
SW11 3,370.84,139.54
SW11 4,359.34,137.97
SW11 5,361.44,138.53
SW11 6,367.73,139.33
SW11 8,362.52,138.93
SW11 9,364.29,138.78
SW12 0,366.98,139.23
SW12 2,365.05,138.96
SW12 8,365.04,138.96
SW12 9,365.06,138.96
SW13 0,380.95,140.53
SW13 8,382.11,140.81
SW13 9,382.26,140.55
SW14 7,361.99,137.89
SW14 8,370.82,139.18
SW14 9,386.97,140.44
SW15 1,375.75,140.11
SW15 2,374.15,140.06
SW15 3,367.06,138.81
SW15 4,368.78,139.28
SW15 5,369.63,139.28
SW15 6,366.62,139.18
SW15 9,366.61,139.18
SW16 1,363.65,138.77
SW16 2,355.75,137.74
SW16 3,355.08,137.3
SW16 4,368.58,138.71
SW16 5,372.24,139.51
SW16 6,363.8,138.76
SW16 9,360.31,138.23
SW17 0,379.81,140.65
SW17 1,376.23,140.06
SW17 6,361.88,138.52
SW17 7,362.61,138.69
SW17 8,363.86,138.8
SW17 9,376.49,139.86
SW18 1,380.5,140.76
SW18 2,368.69,139.33
SW18 3,371.61,139.94
SW18 4,379.48,140.78
SW18 5,371.15,140.08
SW18 9,387.94,141.18
SW19 1,379.41,140.25
SW19 2,376.37,139.47
SW19 3,368.35,137.78
SW19 4,351.77,136.64
SW19 5,347.54,136.49
SW19 6,369.19,139.69
SW19 7,350.95,136.96
SW19 8,374.69,140.11
SW19 9,364.79,138.36
SW1A 0,347.92,136.4
SW1A 1,347.9,136.39
SW1A 2,355.34,137.54
SW1E 5,347.93,136.4
SW1E 6,347.92,136.4
SW1H 0,347.92,136.4
SW1H 9,347.92,136.39
SW1P 1,347.94,136.4
SW1P 2,350.72,137.36
SW1P 3,347.93,136.4
SW1P 4,350.73,137.36
SW1V 1,350.72,137.36
SW1V 2,350.74,137.36
SW1V 3,350.76,137.36
SW1V 4,353.16,137.96
SW1W 0,343.03,135.45
SW1W 8,353.15,137.96
SW1W 9,353.13,137.96
SW1X 0,343.04,135.45
SW1X 7,343.02,135.45
SW1X 8,343.03,135.45
SW1X 9,343.03,135.45
SW1Y 4,341.95,135.26
SW1Y 5,341.96,135.26
SW1Y 6,341.95,135.26
SW2 1,363.2,138.34
SW2 2,349.13,135.77
SW2 3,349.17,135.77
