name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,el_fire,el_ad,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,rs_depth_m,rs_sev,th_rate,eow_rate,frost_days,fire_rate,ad_rate,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_head,er_basis,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,er_dc50_hi,er_dc100_hi,er_dc50_lo,er_dc100_lo,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
B1,B,5637.0,7,175.2,4.1857,171.05,4.93,9.06,15.17,1.14,41.5,42.57,42.48,14.19,0.0841,0.143,0.5139,0.0,0.0007,0.0014,0.0643,0.1356,0.0,0.3,1.2017,0.52,1.1038,0.0142,0.0104,36.8,0.0029,0.0084,4.1,122.0,19.1,773.0,11925.0,240.8,0.8265,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,177.8232,173.61,1.477,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.9676
B10,B,7288.0,5,164.6,3.9743,160.64,13.32,9.09,12.7,1.14,32.68,32.73,46.91,12.09,0.3114,0.1437,0.4526,0.0,0.0007,0.0013,0.0488,0.1074,0.0,0.22,1.0384,0.52,1.1032,0.0148,0.0106,38.8,0.0043,0.0095,4.1,123.0,17.5,758.0,11304.4,226.9,5.3487,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,167.185,163.13,1.5601,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.5103
B11,B,12619.0,5,163.8,4.2331,159.6,13.35,9.41,17.04,1.14,30.8,33.48,42.18,12.21,0.3115,0.1527,0.6214,0.0,0.0004,0.0306,0.0865,0.1766,0.0,0.22,0.9958,0.34,0.9097,0.0137,0.0107,39.6,0.0038,0.0094,4.1,123.0,17.3,758.0,11389.4,230.2,5.9799,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,167.8668,163.47,2.4608,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.5862
B12,B,7451.0,8,195.0,4.6191,190.34,17.39,9.38,18.85,1.14,43.47,34.45,53.32,12.33,0.3993,0.1519,0.6155,0.0,0.019,0.0298,0.0558,0.1677,0.0,0.18,0.9287,0.56,1.1619,0.0187,0.0106,38.8,0.0046,0.0092,4.1,122.0,19.3,772.0,13274.2,267.3,6.1847,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,202.5565,197.6,3.8992,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.3214
B13,B,15174.0,8,188.5,4.6657,183.81,14.95,10.25,13.33,1.14,46.14,41.31,42.66,14.05,0.3575,0.1757,0.4981,0.0,0.0003,0.0022,0.0653,0.1128,0.0,0.19,0.9527,0.49,1.1036,0.0169,0.0108,41.6,0.0031,0.0089,4.2,123.0,19.8,768.0,12638.2,261.6,5.9196,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189.6334,184.97,0.6117,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.3944
B14,B,17874.0,6,169.5,4.6378,164.87,17.18,11.23,12.76,1.14,39.81,38.47,31.45,12.83,0.407,0.2018,0.4583,0.0,0.0016,0.0057,0.055,0.0835,0.0,0.22,0.9952,0.35,0.8259,0.016,0.0111,44.7,0.0025,0.009,4.4,122.0,21.1,784.0,11342.7,242.2,7.3366,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,171.9666,167.25,1.4518,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.4768
B15,B,7318.0,9,211.4,4.3311,207.07,6.51,10.2,12.21,1.14,66.69,45.0,50.21,15.12,0.1469,0.1743,0.436,0.0,0.0005,0.0052,0.0428,0.1011,0.0,0.23,1.0299,0.27,0.7398,0.0222,0.0108,40.5,0.0034,0.0087,4.2,122.0,20.9,789.0,13479.3,279.3,0.8305,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,214.104,209.76,1.2796,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.9549
B16,B,10380.0,8,192.8,4.0861,188.72,8.82,9.88,12.56,1.14,50.52,38.3,54.25,13.25,0.2224,0.1657,0.4524,0.0,0.0005,0.0009,0.0446,0.1214,0.0,0.23,1.0316,0.52,1.1035,0.0192,0.0105,37.0,0.0041,0.0088,4.2,121.0,20.1,779.0,12748.9,256.8,2.1944,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,196.6428,192.45,1.9898,England,none (low-plasticity bedrock),Till,0.9786
B17,B,11191.0,8,194.5,4.6133,189.9,10.01,10.61,12.91,1.14,57.47,45.21,37.18,15.36,0.2537,0.1856,0.474,0.0,0.0039,0.0078,0.0478,0.1083,0.0,0.23,1.0005,0.17,0.603,0.0191,0.0108,40.6,0.0025,0.0088,4.3,121.0,21.5,798.0,12646.1,266.8,2.9852,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,196.3982,191.79,0.9705,England,none (low-plasticity bedrock),Till,0.9786
B18,B,6750.0,8,189.8,4.0301,185.73,8.97,9.14,16.75,1.14,52.86,34.55,49.82,12.5,0.2173,0.1451,0.5647,0.0,0.0094,0.0121,0.0712,0.1229,0.0,0.22,0.9998,0.6,1.237,0.0221,0.0103,35.7,0.0042,0.0091,4.1,121.0,18.5,770.0,12522.2,252.9,2.6464,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,192.4978,188.38,1.4424,England,none (low-plasticity bedrock),Till,0.9775
B19,B,7716.0,7,180.9,3.7858,177.07,5.8,8.71,18.41,1.14,37.66,32.89,60.24,12.23,0.1155,0.1331,0.6291,0.0,0.0092,0.0554,0.072,0.1467,0.0,0.25,1.0646,0.34,0.8561,0.0165,0.0104,35.9,0.0053,0.0093,4.1,121.0,18.2,763.0,12383.6,240.2,1.4309,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,185.8753,181.9,2.7752,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.978
B2,B,663.0,9,220.6,3.9133,216.69,5.14,8.71,12.16,1.14,74.44,40.51,60.72,13.88,0.0931,0.1329,0.4139,0.0,0.0015,0.0029,0.0339,0.1028,0.0,0.26,1.1066,0.52,1.1032,0.0268,0.0105,37.0,0.0044,0.0087,4.0,122.0,18.8,769.0,13873.4,281.9,-0.115,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,223.5,219.55,1.3118,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.9321
B20,B,11591.0,8,187.0,4.0215,182.96,7.32,8.94,16.45,1.14,49.42,36.53,49.94,13.22,0.1634,0.1396,0.5539,0.0,0.004,0.0044,0.0692,0.1533,0.0,0.28,1.158,0.5,1.1619,0.0197,0.0104,36.9,0.004,0.0092,4.2,121.0,17.6,759.0,12450.1,250.0,2.1048,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189.1616,185.1,1.1646,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.6725
B21,B,9418.0,7,184.5,3.8131,180.65,10.64,9.37,12.77,1.14,55.69,32.26,46.98,11.81,0.2617,0.1515,0.448,0.0,0.005,0.0144,0.0315,0.1106,0.0,0.22,1.0104,0.38,0.9248,0.0252,0.0105,37.3,0.0043,0.0093,4.2,121.0,18.7,761.0,11844.5,244.2,3.0572,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189.5608,185.55,2.7622,England,none (low-plasticity bedrock),Till,0.9773
B23,B,19758.0,5,158.6,3.461,155.15,4.94,8.42,10.95,1.14,43.86,34.56,39.06,12.23,0.0729,0.1245,0.3915,0.0,0.004,0.0091,0.0271,0.0778,0.0,0.18,0.9161,0.16,0.6179,0.0186,0.0105,37.9,0.0033,0.009,4.1,120.0,16.9,741.0,10390.3,212.8,-0.1733,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,160.3367,156.87,1.0858,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.8279
B24,B,12067.0,5,161.4,3.9257,157.47,9.48,8.48,11.44,1.14,41.01,37.16,35.81,12.95,0.2161,0.1263,0.3975,0.0,0.0004,0.0093,0.0292,0.0949,0.0,0.21,0.9768,0.6,1.2516,0.0163,0.0106,38.5,0.0029,0.0089,4.1,121.0,16.9,734.0,10810.4,222.9,2.4424,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,163.9698,160.0,1.5944,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.7648
B25,B,5980.0,6,168.2,4.549,163.65,18.13,9.06,17.04,1.14,37.59,34.57,33.85,12.27,0.3976,0.1428,0.6031,0.0,0.0008,0.0016,0.0928,0.1753,0.0,0.25,1.0794,0.52,1.1028,0.0163,0.0108,40.8,0.003,0.0093,4.1,124.0,16.4,754.0,11582.3,239.5,8.2422,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173.7579,168.97,3.3061,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.2848
B26,B,13668.0,5,164.2,4.7299,159.49,17.83,9.85,14.68,1.14,33.4,39.17,30.36,13.07,0.3933,0.165,0.5576,0.0,0.0089,0.0246,0.0632,0.1183,0.0,0.19,0.9561,0.14,0.5633,0.0132,0.0111,44.7,0.0024,0.009,4.2,126.0,16.0,751.0,11302.8,238.3,8.4682,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166.7006,161.9,1.5093,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.0578
B27,B,9952.0,6,168.3,4.5686,163.74,18.14,9.94,14.07,1.14,41.56,36.34,30.08,12.47,0.4097,0.1674,0.5019,0.0,0.005,0.01,0.0499,0.1274,0.0,0.24,1.0273,0.37,0.9029,0.0173,0.0109,42.1,0.0025,0.009,4.2,124.0,17.6,753.0,11363.4,239.9,8.2563,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,170.013,165.39,1.0103,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.7056
B28,B,11754.0,6,172.4,4.8318,167.6,17.66,10.57,13.16,1.14,36.48,41.42,32.93,14.26,0.4103,0.1844,0.4923,0.0,0.0004,0.0007,0.0633,0.114,0.0,0.19,0.9525,0.52,1.1031,0.0134,0.0109,42.8,0.0024,0.0091,4.3,124.0,19.6,757.0,11743.1,248.1,7.7618,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,174.8178,169.93,1.3819,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.6432
B29,B,15803.0,8,194.0,4.3928,189.62,11.4,11.37,12.73,1.14,60.67,39.95,39.17,13.2,0.2796,0.2056,0.467,0.0,0.0028,0.0155,0.0448,0.1023,0.0,0.22,0.9848,0.22,0.6717,0.0234,0.0111,44.2,0.003,0.0088,4.4,121.0,20.7,809.0,12324.4,262.8,3.7169,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,197.1779,192.7,1.6314,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.8669
B3,B,2090.0,7,183.3,4.32,178.95,5.08,8.69,18.06,1.14,44.11,42.77,44.97,14.12,0.0882,0.1323,0.6278,0.0,0.0013,0.0024,0.0721,0.2725,0.0,0.3,1.1531,0.52,1.1032,0.0149,0.0104,36.3,0.0031,0.0083,4.0,122.0,18.6,769.0,12539.8,250.9,1.0626,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,191.4171,186.8,4.4458,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.9441
B30,B,13133.0,5,160.1,4.8259,155.28,16.89,11.49,14.55,1.14,30.83,40.2,26.89,13.29,0.3993,0.2087,0.5114,0.0,0.0137,0.0241,0.0451,0.0872,0.0,0.16,0.8803,0.37,0.9137,0.0118,0.0111,44.4,0.0021,0.0089,4.4,122.0,21.0,801.0,10948.2,235.7,7.678,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,162.1223,157.24,1.2575,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.5115
B31,B,24397.0,4,158.0,4.3615,153.68,11.61,11.84,12.11,1.14,30.37,39.47,34.23,12.92,0.2896,0.2178,0.4359,0.0,0.0063,0.0073,0.0416,0.0722,0.0,0.2,0.9577,0.18,0.644,0.0121,0.0113,47.1,0.0027,0.009,4.5,121.0,20.8,801.0,10616.5,226.4,4.1571,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,159.3787,155.01,0.8447,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.1923
B32,B,16571.0,5,160.5,4.1185,156.38,9.11,11.11,12.39,1.14,35.35,38.27,36.33,12.67,0.2229,0.1989,0.4588,0.0,0.0003,0.0006,0.0562,0.0954,0.0,0.2,0.9434,0.52,1.1023,0.0144,0.0112,46.0,0.003,0.009,4.4,121.0,20.5,805.0,10699.3,225.0,2.9668,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,161.7069,157.59,0.7541,England,none (low-plasticity bedrock),Till,0.6563
B33,B,14568.0,6,167.8,4.3889,163.44,17.12,9.24,13.67,1.14,33.37,35.39,41.39,12.11,0.3835,0.1479,0.5101,0.0,0.0033,0.0036,0.0599,0.1275,0.0,0.19,0.931,0.37,0.982,0.0145,0.011,43.6,0.0036,0.0091,4.1,125.0,16.1,739.0,11567.0,236.6,7.7355,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169.4781,165.04,0.983,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.4407
B34,B,7624.0,4,156.3,4.0973,152.23,11.77,8.65,13.31,1.14,37.32,36.32,31.06,12.66,0.2771,0.1313,0.4927,0.0,0.0007,0.0013,0.0579,0.1281,0.0,0.21,0.9833,0.52,1.1033,0.0154,0.0108,40.7,0.0026,0.0091,4.1,122.0,16.7,731.0,10624.9,220.5,5.2319,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.5325,154.39,1.413,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.7338
B35,B,4109.0,9,208.5,6.7498,201.74,10.6,8.53,80.85,1.14,21.3,33.83,33.76,11.74,0.2374,0.1279,1.0,0.0,0.2141,0.4515,0.0368,0.2344,0.0,0.17,0.8813,0.52,1.1421,0.0094,0.0107,39.9,0.003,0.009,4.2,120.0,15.8,726.0,16265.9,314.2,5.8294,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,227.6208,219.93,9.1765,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.9429
B36,B,13666.0,7,181.5,5.5271,175.95,14.08,8.68,38.89,1.14,28.42,38.21,33.27,13.26,0.3247,0.132,0.8384,0.0,0.0718,0.0875,0.0715,0.1706,0.0,0.2,0.9629,0.78,1.4325,0.0112,0.0108,40.9,0.0026,0.0091,4.2,121.0,16.3,727.0,13073.4,268.1,3.3537,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,186.7451,180.96,2.905,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.7753
B37,B,15576.0,3,148.0,4.2876,143.68,14.48,9.35,12.42,1.14,27.8,37.28,28.84,12.37,0.3279,0.1509,0.4913,0.0,0.0003,0.0006,0.0532,0.1435,0.0,0.16,0.8513,0.52,1.1033,0.0117,0.0112,45.9,0.0024,0.009,4.2,123.0,17.0,734.0,10213.1,215.1,7.4339,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,150.6413,146.28,1.8068,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.7178
B38,B,8622.0,7,174.2,4.7272,169.48,16.04,12.15,12.25,1.14,32.63,40.93,41.12,13.23,0.3968,0.2258,0.442,0.0,0.0005,0.003,0.0516,0.0852,0.0,0.2,0.9831,0.34,0.8435,0.0127,0.0115,48.9,0.0032,0.009,4.5,122.0,22.4,785.0,11754.0,248.3,6.3279,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,175.5301,170.79,0.7599,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.2142
B4,B,1123.0,10,241.8,4.1392,237.69,5.15,8.57,17.06,1.14,88.06,40.54,63.56,13.62,0.0899,0.1288,0.5692,0.0,0.0122,0.0134,0.0607,0.1446,0.0,0.23,1.0011,0.55,1.2034,0.0315,0.0104,36.3,0.0046,0.0085,4.0,122.0,18.4,765.0,15021.7,306.7,0.5891,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,244.6792,240.49,1.1775,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.9444
B40,B,107.0,10,253.5,4.858,248.65,12.3,9.85,13.0,1.14,101.43,48.23,47.34,15.36,0.278,0.165,0.432,0.0,0.0073,0.0141,0.0338,0.0749,0.0,0.21,0.9875,0.52,1.1032,0.034,0.0116,50.5,0.0032,0.0089,4.2,125.0,16.7,735.0,15051.4,329.6,2.75,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,256.6385,251.74,1.2364,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.6737
B42,B,9837.0,3,148.0,4.2027,143.76,5.99,8.69,22.12,1.14,28.58,36.86,27.33,13.05,0.1142,0.1325,0.6764,0.0,0.0076,0.0713,0.0891,0.1553,0.0,0.4,1.3194,0.33,0.8631,0.0114,0.0106,38.2,0.0022,0.009,4.1,121.0,16.9,756.0,10348.4,213.8,1.8397,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,155.0023,150.51,4.7573,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.2409
B43,B,11983.0,1,129.7,4.0076,125.69,7.17,9.08,10.76,1.14,23.18,40.95,19.31,14.11,0.156,0.1435,0.3583,0.0,0.0004,0.0043,0.0267,0.0733,0.0,0.24,1.0395,0.37,0.9214,0.0085,0.0107,40.2,0.0014,0.0089,4.2,120.0,17.2,757.0,8782.2,192.5,0.9665,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131.4838,127.48,1.3751,England,none (low-plasticity bedrock),Till,0.2799
B44,B,14727.0,1,129.5,3.6216,125.88,5.16,8.68,12.81,1.14,25.42,35.48,24.85,12.36,0.084,0.132,0.4849,0.0,0.0004,0.0007,0.0589,0.1181,0.0,0.18,0.9264,0.52,1.1031,0.0107,0.0107,40.0,0.0021,0.009,4.2,120.0,17.0,736.0,8839.4,186.2,1.114,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131.1468,127.52,1.2728,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.2676
B45,B,13911.0,5,160.9,4.4574,156.46,6.38,11.34,14.01,1.14,37.28,45.65,26.4,14.26,0.1472,0.2049,0.4546,0.0,0.0045,0.0048,0.0478,0.0875,0.0,0.24,1.0495,1.12,1.7708,0.0135,0.0118,53.2,0.0019,0.0089,4.4,121.0,24.1,772.0,10502.5,230.7,0.9043,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,162.8375,158.38,1.1942,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.226
B46,B,5670.0,4,157.0,4.9522,152.09,14.25,8.55,14.96,1.14,32.75,46.97,18.01,15.47,0.3179,0.1283,0.4773,0.0,0.0194,0.0346,0.0212,0.0702,0.0,0.14,0.8065,0.5,1.0597,0.0107,0.0111,44.2,0.0012,0.0088,4.2,116.0,15.8,718.0,10874.3,234.6,5.8231,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,161.3422,156.28,2.7362,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.7324
B47,B,4261.0,6,174.0,5.5613,168.46,17.78,11.63,12.58,1.14,24.71,53.57,30.22,16.83,0.409,0.2124,0.4678,0.0,0.0048,0.0096,0.0433,0.1071,0.0,0.2,0.9577,0.18,0.6071,0.0075,0.0116,51.1,0.0018,0.0089,4.5,122.0,19.6,773.0,11893.4,261.1,7.5266,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,176.9161,171.32,1.6636,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.8701
B48,B,2510.0,5,162.4,5.6199,156.73,16.73,11.15,15.29,1.14,24.16,53.86,17.36,17.05,0.3845,0.1999,0.5749,0.0,0.0054,0.0063,0.0795,0.1424,0.0,0.2,0.9604,0.19,0.6245,0.0072,0.0116,50.2,0.001,0.0089,4.5,121.0,19.6,773.0,11212.7,250.4,7.8042,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,163.7891,158.19,0.8861,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.0524
B49,B,4821.0,6,173.5,5.9236,167.59,19.1,8.37,28.87,1.14,22.86,48.28,23.36,15.6,0.403,0.123,0.7587,0.0,0.0628,0.0782,0.0548,0.1202,0.0,0.15,0.8506,0.52,1.1192,0.0074,0.0112,45.3,0.0015,0.0087,4.2,122.0,16.5,697.0,12455.1,266.3,6.8949,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,179.1622,173.02,3.2572,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.2908
B5,B,5723.0,10,276.7,6.3331,270.32,9.82,9.56,60.48,1.14,69.34,38.96,67.66,13.38,0.2333,0.1569,0.9786,0.0,0.1229,0.135,0.0717,0.1578,0.0,0.23,1.0442,0.94,1.5996,0.0262,0.0106,38.3,0.0051,0.0088,4.1,122.0,19.4,775.0,18886.5,375.9,1.6959,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,284.8004,278.03,2.9436,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.5217
B50,B,3005.0,4,151.1,4.8475,146.27,13.71,8.23,11.9,1.14,28.93,48.93,17.55,15.88,0.2804,0.119,0.4475,0.0,0.0053,0.0149,0.0393,0.084,0.0,0.13,0.7829,0.28,0.8258,0.0093,0.0113,47.5,0.0011,0.0089,4.2,125.0,12.4,669.0,10429.0,227.1,6.1912,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,155.0384,150.12,2.5922,England,TRIASSIC ROCKS (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.8256
B6,B,6178.0,9,197.5,4.8854,192.63,5.89,8.52,44.01,1.14,38.91,32.0,50.3,11.87,0.1129,0.1275,0.9039,0.0,0.0944,0.1073,0.0618,0.1983,0.0,0.24,1.054,0.65,1.3176,0.0176,0.0104,36.0,0.0046,0.0093,4.1,121.0,18.1,752.0,13954.4,274.1,0.2797,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,202.849,197.7,2.7009,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.7256
B60,B,11580.0,3,146.2,4.4876,141.7,7.85,7.49,12.2,1.14,21.76,48.88,26.36,16.02,0.1672,0.0971,0.4319,0.0,0.0092,0.0107,0.0344,0.0691,0.0,0.21,0.9837,0.19,0.6649,0.007,0.0112,46.2,0.0017,0.0089,4.0,122.0,18.2,738.0,10038.2,216.5,1.8696,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,147.4985,143.07,0.8972,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0126
B61,B,11588.0,2,139.2,4.2692,134.9,6.69,6.57,14.51,1.14,22.26,45.56,23.31,14.86,0.1309,0.068,0.5318,0.0,0.0219,0.0275,0.0378,0.0894,0.0,0.21,0.9791,0.16,0.6194,0.0077,0.0113,46.5,0.0016,0.0089,3.8,122.0,17.5,727.0,9665.4,206.1,2.4588,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,142.5105,138.2,2.4016,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0133
B62,B,10394.0,3,144.2,4.4094,139.82,7.72,10.42,13.71,1.14,26.5,44.04,21.74,14.55,0.1803,0.1804,0.5181,0.0,0.0004,0.0008,0.0711,0.1231,0.0,0.19,0.9431,0.52,1.1031,0.0093,0.0111,44.9,0.0015,0.0089,4.4,121.0,19.0,783.0,9793.0,213.3,3.1752,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,145.8014,141.41,1.088,England,none (low-plasticity bedrock),Till,0.3621
