x,y,value
152500,822500,6.582034
152500,827500,6.3922358
152500,832500,6.0507555
152500,837500,5.860392
152500,842500,6.0658236
152500,847500,6.185748
152500,852500,6.680117
152500,857500,6.5172477
152500,862500,6.2987204
152500,932500,6.498923
152500,942500,6.1213064
152500,947500,6.0307417
152500,952500,6.081986
152500,957500,6.2470675
152500,962500,6.7493353
157500,27500,5.88163
157500,32500,5.2427893
157500,37500,5.519297
157500,42500,6.2640624
157500,492500,5.030955
157500,497500,4.463044
157500,502500,4.434883
157500,507500,4.5076203
157500,512500,4.631293
157500,517500,4.7448378
157500,522500,4.8370676
157500,527500,4.8686514
157500,532500,5.1828227
157500,537500,5.3024826
157500,542500,5.713647
157500,547500,5.9934735
157500,552500,6.045348
157500,557500,6.0374947
157500,612500,7.177367
157500,672500,6.6162477
157500,677500,6.5687194
157500,682500,6.20185
157500,687500,6.819927
157500,692500,7.2924566
157500,722500,6.4450555
157500,727500,6.0531306
157500,732500,6.6563325
157500,737500,6.6123896
157500,742500,5.387452
157500,747500,5.371535
157500,752500,5.393663
157500,757500,5.749196
157500,762500,5.555636
157500,767500,6.120783
157500,772500,6.342682
157500,802500,6.618242
157500,807500,6.4818726
157500,817500,5.819699
157500,822500,6.3207927
157500,827500,5.911559
157500,832500,5.844896
157500,837500,5.8495207
157500,842500,6.1352644
157500,847500,5.9677477
157500,957500,6.368113
162500,27500,5.720389
162500,32500,5.2248187
162500,37500,5.231234
162500,42500,5.8388658
162500,487500,5.765598
162500,492500,5.1385527
162500,497500,4.748508
162500,502500,4.7098875
162500,507500,4.9022512
162500,512500,4.863925
162500,517500,4.9694343
162500,522500,5.0866675
162500,527500,5.2236357
162500,532500,5.231553
162500,537500,5.2484035
162500,547500,6.0959015
162500,552500,6.113256
162500,607500,6.7281914
162500,612500,6.347798
162500,617500,6.7904816
162500,647500,7.1659408
162500,682500,6.041165
162500,687500,6.612822
162500,692500,7.0449576
162500,697500,7.236141
162500,722500,6.3316116
162500,727500,6.48991
162500,732500,6.309286
162500,737500,6.140717
162500,742500,5.783765
162500,747500,4.848361
162500,752500,5.4446707
162500,757500,4.6871786
162500,762500,5.646571
162500,767500,5.755468
162500,772500,5.6185126
162500,802500,5.7392473
162500,807500,6.041111
162500,812500,5.962508
162500,817500,5.831022
162500,822500,5.7069864
162500,827500,5.472646
162500,832500,5.6211143
162500,857500,6.842201
167500,12500,7.243985
167500,17500,6.3704996
167500,22500,5.870785
167500,27500,5.248386
167500,32500,5.3678727
167500,37500,5.4745507
167500,42500,5.549997
167500,47500,6.515947
167500,492500,5.1556234
167500,497500,5.3256216
167500,502500,5.538361
167500,507500,6.528506
167500,522500,6.0643716
167500,527500,5.0272317
167500,532500,4.893548
167500,537500,4.8652644
167500,607500,6.1727223
167500,612500,5.780944
167500,617500,6.0729
167500,622500,6.024741
167500,627500,5.7665467
167500,632500,5.9610906
167500,637500,6.4665437
167500,642500,6.578727
167500,652500,7.1659408
167500,692500,6.6065264
167500,697500,7.0169005
167500,702500,7.3196898
167500,722500,6.2685876
167500,727500,5.99767
167500,732500,6.298252
167500,737500,6.285581
167500,742500,5.469937
167500,747500,4.6693263
167500,752500,5.2255373
167500,757500,5.052805
167500,762500,4.9946675
167500,767500,4.908823
167500,772500,5.0493803
167500,777500,5.7691684
167500,782500,5.7857065
167500,787500,5.5809584
167500,792500,5.813436
167500,797500,6.6035852
167500,807500,5.889063
167500,812500,5.6784387
167500,817500,5.4724894
167500,822500,5.573579
167500,847500,6.68479
167500,852500,7.0209913
172500,12500,6.554222
172500,17500,5.7476997
172500,22500,5.1782794
172500,27500,4.9700994
172500,32500,5.4506297
172500,37500,5.584535
172500,42500,5.457946
172500,47500,5.78736
172500,52500,6.7862344
172500,222500,7.477614
172500,227500,7.7061834
172500,502500,5.6547966
172500,507500,5.6156836
172500,512500,5.9328604
172500,517500,6.0398436
172500,522500,5.36151
172500,527500,5.114817
172500,532500,5.0187125
172500,607500,5.5067244
172500,612500,5.0133734
172500,617500,5.4418435
172500,622500,5.4129066
172500,627500,5.0007405
172500,632500,5.353812
172500,637500,6.0928164
172500,642500,6.191585
172500,647500,6.2550216
172500,652500,6.499097
172500,662500,6.252645
172500,667500,5.966235
172500,672500,6.2327156
172500,677500,6.188869
172500,682500,5.9652357
172500,687500,6.2956505
172500,707500,6.803949
172500,712500,6.5761757
172500,727500,5.459751
172500,732500,5.636452
172500,737500,6.08751
172500,742500,5.588959
172500,747500,4.678065
172500,752500,5.273803
172500,757500,5.775073
172500,762500,4.8532233
172500,767500,4.4882746
172500,772500,5.180261
172500,777500,6.0054955
172500,782500,5.520503
172500,787500,6.0657773
172500,792500,5.7819796
172500,797500,6.009902
172500,802500,6.3073463
172500,807500,6.5290465
172500,817500,5.6384006
172500,822500,5.500876
172500,827500,5.159202
172500,837500,6.2528076
172500,842500,5.9745865
172500,847500,6.111137
172500,852500,6.7727194
172500,857500,6.4517546
172500,867500,6.9392333
172500,882500,7.378137
172500,887500,7.794011
177500,17500,5.766248
177500,22500,5.3670044
177500,27500,5.142871
177500,32500,5.2689524
177500,37500,4.979844
177500,42500,5.1028967
177500,47500,5.346947
177500,52500,5.6276765
177500,57500,6.3890815
177500,62500,6.7931814
177500,207500,7.8523207
177500,222500,7.066289
177500,227500,6.783349
177500,512500,5.33573
177500,517500,5.2359133
177500,612500,5.714158
177500,617500,5.8380013
177500,627500,5.1510463
177500,632500,5.4488707
177500,637500,5.733749
177500,642500,5.372227
177500,647500,5.652662
177500,652500,5.8033147
177500,657500,5.512856
177500,662500,5.500427
177500,667500,6.0186267
177500,672500,5.8459167
177500,677500,5.7472887
177500,682500,6.192369
177500,687500,5.48546
177500,692500,5.5366488
177500,697500,6.5079193
177500,702500,6.4459124
177500,707500,6.534117
177500,712500,6.057295
177500,717500,5.915793
177500,742500,5.864551
177500,747500,5.4542627
177500,752500,5.526755
177500,757500,5.0990615
177500,762500,5.246579
177500,767500,4.9606624
177500,772500,5.0799303
177500,777500,6.258502
177500,782500,5.5124545
177500,787500,5.627953
177500,792500,5.1801615
177500,797500,5.36099
177500,802500,5.911838
177500,807500,6.52209
177500,812500,5.733752
177500,817500,5.891207
177500,822500,5.910265
177500,827500,5.1026983
177500,832500,5.141672
177500,837500,6.2056355
177500,842500,6.791974
177500,847500,6.669998
177500,852500,6.2532043
177500,857500,5.706517
177500,862500,6.287213
177500,867500,6.208107
177500,872500,5.922458
177500,877500,6.1072226
177500,882500,6.362485
177500,887500,6.8426104
177500,892500,6.8669395
182500,32500,4.97535
182500,37500,4.9453707
182500,42500,4.702838
182500,47500,4.7916703
182500,52500,5.1616874
182500,57500,5.3314853
182500,62500,5.51692
